Name,pa,ab,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent,WAR,ERA+,FIP,ERA,Position,player_age,strikeout_score,contact_score,overall_score
hector neris,194.6,166.7,39.2,22.6,9.2,0.6,6.8,52.1,22.6,0.673827021,0.361386139,0.7525,0.4528,0.3432,0.204,0.2284,0.4214,0.125396825,0.3256,0.3275,0.223352713,0.4314,0.4013,0.0191,0.0314,0.0179,72.13,89.58,20.17,36.55,11.3,-5.08,-38.98,79.07528591,94.40632384,69.43,19.65,0.686907583,48.67,0.318811881,0.181553044,0.867702936,0.342,RP,36,0.525168152,-1.204530635,0.417344419
hoby milner,251.8,230.7,53.7,37.5,11.1,1.3,3.8,57.5,15.3,0.551724138,0.724628713,0.7678,0.3402,0.2795,0.3803,0.2326,0.3648,0.360952381,0.2834,0.2834,0.520348837,0.3214,0.3409,-0.0004,-0.0246,-0.0141,71.05,87.63,7.39,30.44,6.4,-4.94,-34.94,76.68396717,93.3969076,58.38,13.86,0.392772512,42.86,0.217821782,0.460080204,0.474438687,3.558,RP,34,0.532344505,-1.123569524,0.371884658
hunter harvey,132.2,121.5,27.1,16.8,7.1,0.3,2.9,35.4,7.9,0.679762578,0.818069307,0.8027,0.278,0.2387,0.4833,0.2255,0.3307,0.494285714,0.2607,0.2663,0.650193798,0.2863,0.336,-0.0282,-0.0527,-0.0334,71.31,91.24,10.56,32.54,4.43,-3.38,-42.08,82.62699555,94.4883691,70.98,20.85,0.701718009,51.02,0.285148515,0.213634707,0.703972366,1.896,RP,30,0.708096797,-0.626592857,0.438320348
jack flaherty,602.7,545,131.4,85.6,22.8,2.4,20.6,168.8,49.6,0.700960995,0.587871287,0.7587,0.4049,0.3099,0.2852,0.2409,0.4085,0.223492063,0.3152,0.3108,0.347868217,0.3962,0.4014,0.0004,-0.0036,-0.0026,71.65,88.9,15.39,37.33,9.52,-4.56,-39.33,77.80046842,94.26017374,65.05,18.99,0.727191943,45.81,0.481188119,0.364199781,0.326770294,4.374,SP,29,0.615593782,-1.033711587,0.359925893
jake junis,258.8,237.3,58.7,38.7,12.2,1.5,6.3,54,14.6,0.478236292,0.746287129,0.7528,0.3845,0.2997,0.3158,0.2615,0.4224,0.273650794,0.3182,0.314,0.38129845,0.3434,0.3717,-0.0143,-0.0379,-0.0214,71.76,88.35,12.9,32.76,7.31,-6.53,-37.55,77.12935031,93.98781888,60.87,15.42,0.555094787,45.83,0.243564356,0.078745899,0.870811744,0.774,RP,32,0.535516439,-1.618489841,0.404792169
jalen beeks,230.5,204.2,50.5,34.6,10.5,0.3,5.1,46.4,21.3,0.488976823,0.524133663,0.7581,0.375,0.3178,0.3072,0.2361,0.3716,0.252380952,0.3031,0.3148,0.503391473,0.3397,0.3399,0.0058,0.0034,0.0004,72,87.77,11.69,29.97,7.7,-3.35,-34.65,76.08816126,93.82765868,72.66,17.99,0.653436019,48.72,0.304950495,0.326649654,0.448704663,3.22,RP,31,0.54822888,-0.66353381,0.341902669
joe ross,206.3,184.1,48.6,30.5,11.5,0.5,6.1,38.8,17.2,0.326455625,0.696782178,0.7867,0.3552,0.2622,0.3826,0.2182,0.3788,0.373968254,0.2808,0.27,0.38129845,0.2986,0.3201,-0.0049,-0.0236,-0.0156,57.23,71.16,10.31,28.24,8.25,-3.93,-32.09,61.92739932,75.63164251,56.54,15.13,0.428909953,40.32,0.255445545,0.277798031,0.379274611,3.691,RP,32,0.442225799,-0.815756349,0.320769304
joey lucchesi,101.8,92.1,22.2,14.6,5.5,0,2.1,19,8.3,0.431317128,0.513613861,0.7655,0.3662,0.3108,0.323,0.2446,0.3895,0.264444444,0.3116,0.3183,0.459786822,0.324,0.3418,-0.0101,-0.0233,-0.0119,71.74,90.23,9.6,28,7.09,-4.55,-39.03,80.31763284,94.50179953,63.88,11.67,0.411433649,44.74,0.259405941,0.10572366,0.854231434,0.578,RP,32,0.44750537,-1.020301111,0.408124833
john means,41.6,39.2,7.4,3.7,2,0.3,1.4,6.8,1.4,0.141322781,1,0.9049,0.1812,0.1121,0.7067,0.132,0.2357,0.818095238,0.1652,0.1488,0.65746124,0.1394,0.1897,-0.0369,-0.0545,-0.0399,36.1,44.65,12.77,18.91,3.62,-5.28,-22.15,39.24504095,47.26057155,34.99,10.01,0.182760664,25.08,0.215841584,0,1,0,SP,0,0.428717281,-1.126490952,0.528371523
jon gray,294.4,267.3,69.4,48,9.8,1.4,10.2,60.2,22.2,0.464104014,0.587871287,0.7387,0.4907,0.3239,0.1854,0.2743,0.5078,0.107619048,0.3608,0.3366,0.031976744,0.4045,0.4211,-0.013,-0.0171,-0.0117,72.23,90.83,19.82,39.74,12.76,-4.21,-42.91,80.93751892,94.92083281,71.22,14.42,0.530805687,50.64,0.306930693,0.168793292,0.65388601,2.165,SP,33,0.422442516,-0.95508619,0.343527479
jonathan loaisiga,87.3,79,21.9,13.8,4.2,0,3.9,14.6,5.5,0.345110232,0.76299505,0.7053,0.4365,0.3447,0.2188,0.2637,0.3736,0.153650794,0.2998,0.3169,0.628875969,0.3796,0.3326,0.031,0.0629,0.0348,71.26,84.88,6.25,35.5,3.49,-3.78,-28.34,72.58042582,92.73542686,67.07,13,0.474822275,53.34,0.215841584,0,1,0,RP,30,0.524353956,-0.822739841,0.395482634
jordan montgomery,315,287,80.1,49.8,21,1.5,7.8,58.1,22.8,0.160542679,0.871287129,0.857,0.2274,0.1697,0.6029,0.1367,0.2145,0.674285714,0.1657,0.1651,0.783914729,0.1939,0.1872,0.0063,0.0129,0.0049,36.06,44.24,6.06,18.24,3.3,-2.6,-18.88,38.5948061,47.0461224,34.37,8.85,0.244964455,24.4,0.287128713,0.173532629,0.644905009,2.509,SP,0,0.452692512,-0.354102857,0.449173785
jordan romano,158.2,140.3,35.9,21.6,7.2,0.2,6.9,40.8,14,0.602600339,0.586014851,0.7356,0.4847,0.3329,0.1824,0.2499,0.4568,0.113968254,0.3336,0.3213,0.158430233,0.4315,0.4091,0.0145,0.0279,0.0135,71.4,89.63,17.68,34.31,10.24,-7.72,-40.59,78.9024592,94.64684121,65.86,17.36,0.70556872,48.03,0.144554455,0.207072548,0.415025907,4.695,RP,32,0.541339735,-2.005946349,0.232082269
jose alvarado,155.3,140,30.7,22.2,5,0.6,2.9,44.7,14,0.747032222,0.627475248,0.7743,0.3177,0.2848,0.3975,0.2231,0.3442,0.367301587,0.2788,0.2849,0.574127907,0.3438,0.3616,0.0026,-0.0265,-0.0115,71.46,91.62,9.78,33.16,8.11,-5.82,-45.87,81.39223923,95.63271224,67.05,17.67,0.67742891,48.03,0.215841584,0,1,0,RP,30,0.66765897,-1.383289683,0.438212793
jose leclerc,156,135,30.7,20.5,5.1,0.5,4.6,44.1,17.7,0.578010175,0.410272277,0.7368,0.4798,0.35,0.1702,0.2511,0.4525,0.078730159,0.3444,0.3396,0.182655039,0.4228,0.4037,0.0121,0.0273,0.0138,71.47,87.8,17.87,39.49,9.89,-6.52,-37.44,76.28309998,93.94110345,73.5,29.03,0.840343602,47.79,0.263366337,0.116660591,0.874956822,0.536,RP,31,0.544091596,-1.649213968,0.380575097
jose quijada,33.4,26.1,5.2,4.4,0.5,0,0.3,8.8,5.7,0.260033917,0.636757426,0.8986,0.1262,0.1753,0.6985,0.1216,0.1931,0.755873016,0.1745,0.1924,0.812984496,0.1439,0.1942,-0.0202,-0.0669,-0.0296,21.09,45.27,10.26,21.75,2.89,-5.52,-20.7,40.02564051,47.49285658,36.56,11.18,0.287026066,24.42,0.215841584,0,1,0,RP,0,0.45406638,-1.200185397,0.515927078
jose quintana,500.9,448.5,109,75.7,17.4,1.3,14.6,89,42.2,0.404748445,0.589108911,0.7549,0.3824,0.313,0.3046,0.2711,0.4381,0.244444444,0.3385,0.3377,0.347868217,0.3309,0.3757,-0.026,-0.0557,-0.0325,72.04,88.52,12.09,34.43,7.58,-5.85,-38.26,77.29893104,94.08079143,63.6,11.73,0.434834123,43.68,0.576237624,0.406124681,0.222452504,3.699,SP,36,0.439270196,-1.417041111,0.369720864
jose urquidy,55,49.4,13,8.2,2.4,0.2,2.2,9,5,0,0.989480198,0.9474,0.0906,0.067,0.8424,0.0518,0.085,1,0.0664,0.0664,1,0.0736,0.0714,0.0008,0.0056,0.0016,14.38,17.32,3.48,7.58,1.78,0.02,-5.8,15.00908133,18.61626157,14.4,4.02,0,10.28,0.215841584,0.059059424,0.814162349,1.058,SP,0,0.39789604,0.50362,0.520813065
justin topa,171.8,155.3,40.2,30.3,7.7,0.4,1.8,35.7,11.1,0.317976258,0.820544554,0.818,0.2449,0.222,0.5331,0.1882,0.261,0.57047619,0.2151,0.2307,0.808139535,0.2357,0.253,-0.0062,-0.0161,-0.0118,49.9,62.5,3.92,23.43,3,-4.32,-29.5,54.62326986,66.26035795,43.46,8.64,0.256220379,32.72,0.318811881,0.311337951,0.628670121,2.472,RP,34,0.497995809,-0.892104762,0.460607429
justin verlander,486.6,441.4,114.7,73.4,26.2,1,14.1,98.5,35.1,0.474279254,0.65470297,0.7361,0.4258,0.3224,0.2518,0.2485,0.4181,0.186031746,0.3163,0.31,0.339147287,0.3721,0.361,0.0154,0.0077,0.0081,71.42,89.13,18.9,37.28,8.21,-5.58,-36.01,78.98796203,93.87448123,69.02,18.26,0.543246445,48.83,0.386138614,0.350346336,0.305872193,4.333,SP,42,0.504027761,-1.351483651,0.314878859
justin wilson,142.7,128.6,35.5,25,6.5,0,4,36.3,10.9,0.485867722,0.714727723,0.7802,0.328,0.2705,0.4015,0.199,0.3217,0.391428571,0.2484,0.2522,0.5625,0.3246,0.3082,0.0208,0.0063,0.0113,57.45,70.93,12.64,30.31,6.31,-4.26,-28.54,62.11539038,75.1622534,59.28,18.53,0.529620853,42.38,0.273267327,0.390812978,0.523488774,2.932,RP,37,0.560092117,-0.911554286,0.39547514
kenley jansen,201.5,181,37.4,24.2,7,0.5,5.7,53,17.4,0.649519503,0.569306931,0.7928,0.347,0.2791,0.3739,0.219,0.4033,0.349206349,0.2995,0.2913,0.267926357,0.3298,0.3702,-0.0118,-0.0563,-0.0265,72.2,91.03,24.51,32.77,9.24,-6.76,-39.23,82.04370543,94.47857724,72.21,21.84,0.64721564,52.59,0.528712871,0.507838133,0.349395509,3.128,RP,37,0.5564672,-1.66449873,0.434841411
kirby yates,189.4,162.9,28.4,13.9,8.8,0,5.7,63.5,22.3,0.850480497,0.405321782,0.8117,0.3674,0.2878,0.3448,0.195,0.3493,0.305714286,0.2843,0.2935,0.414728682,0.3714,0.3702,-0.0067,0.0181,0.0024,71.57,88.92,16.47,28.16,9.85,-5.01,-41.02,77.92270341,94.32090864,71.42,27.81,0.876481043,49.79,0.451485149,0.453518046,0.710535406,1.007,RP,38,0.682098555,-1.140787143,0.500452633
kodai senga,363.8,318.1,66.3,40.4,14.2,2.5,9.2,92.6,40.7,0.772752968,0.519183168,0.8196,0.3368,0.2727,0.3905,0.2168,0.4151,0.352380952,0.3171,0.3065,0.201065891,0.3324,0.4253,-0.0364,-0.0783,-0.0451,72.11,89.11,15.6,37.53,12.07,-6.21,-44.15,77.53523516,94.92522748,67.3,16.52,0.704680095,47.98,0.601980198,0.346336128,0.517962003,2.106,SP,32,0.587279731,-1.49210381,0.475726077
kyle finnegan,234.9,211.5,50.5,35.8,5.9,2.4,6.4,52.1,19.5,0.53504805,0.592821782,0.764,0.3731,0.3001,0.3268,0.2476,0.3886,0.28984127,0.3062,0.3127,0.477713178,0.3414,0.3624,-0.0116,-0.0155,-0.0145,72.1,90.68,10.96,32.08,7.95,-5.05,-43.23,79.98753433,95.11565781,69.97,17.94,0.544727488,51.06,0.43960396,0.446226759,0.365112263,3.461,RP,33,0.538039653,-1.167811746,0.388628473
kyle hart,67,62.5,16,9,3,0,4,10.5,3.5,0.129169022,0.941212871,0.872,0.248,0.1495,0.6025,0.1265,0.228,0.679365079,0.162,0.1485,0.669089147,0.1895,0.18,0.0015,0.02,0.007,36.05,44.5,10.25,18.1,3.8,-3.3,-19,38.99072395,47.07441214,32.35,7.6,0.119964455,23.45,0.215841584,0,1,0,RP,32,0.396800447,-0.562626984,0.500625491
kyle hendricks,552.7,507.6,136.7,90.9,24,2.4,19.4,87.2,35.3,0.352741662,0.704826733,0.7307,0.4417,0.3181,0.2402,0.2676,0.4324,0.17968254,0.3274,0.3199,0.361434109,0.3615,0.362,0.0017,0.0093,-0.001,71.78,86.16,14.94,34.46,7.71,-4.35,-33.22,73.83865653,93.24314569,63.62,14.11,0.408471564,47.25,0.324752475,0.318629238,0.183765112,4.929,SP,35,0.441616136,-0.986233492,0.252217632
liam hendriks,33.5,29.1,6.8,5.4,0.2,0,1.2,6.6,3.7,0.27897117,0.672029703,0.8381,0.2653,0.2195,0.5152,0.1819,0.3614,0.538095238,0.2534,0.2365,0.290213178,0.2281,0.287,-0.02,-0.0961,-0.0399,35.85,63.86,11.47,24.26,6.41,-2.85,-33.41,57.35742575,66.63818808,49.83,9.95,0.478080569,32.72,0.215841584,0,1,0,RP,36,0.419564098,-0.452050952,0.472371523
lucas giolito,380.8,342.5,83.3,49.9,15.8,1.9,15.7,84.3,31.6,0.329564726,0.75,0.829,0.2999,0.2154,0.4847,0.1883,0.3405,0.508571429,0.2458,0.2324,0.424418605,0.2598,0.2916,-0.0173,-0.0406,-0.023,50.17,63.19,12.15,26.76,7.2,-3.83,-28.17,55.70856333,66.34466226,47.62,11.01,0.355746445,33.71,0.457425743,0.289828655,0.456994819,2.666,SP,30,0.440477072,-0.755505714,0.434006185
luke weaver,310.4,281.3,60.1,33.3,12.2,1.8,12.8,79.7,22.8,0.667891464,0.64789604,0.8115,0.363,0.252,0.385,0.2052,0.3838,0.37047619,0.2853,0.271,0.293120155,0.3225,0.3529,-0.0167,-0.0208,-0.019,71.78,89.39,19.68,34.71,8.49,-7.39,-37.82,78.85239062,94.19897737,72.81,25.15,0.736670616,50.92,0.443564356,0.467371491,0.29775475,3.552,RP,31,0.609571863,-1.849054762,0.389965268
martín pérez,357.6,320.8,85.3,57.4,15.7,0.9,11.3,64.2,31,0.470887507,0.507425743,0.7633,0.3717,0.3159,0.3124,0.2701,0.4613,0.24984127,0.3523,0.3465,0.231589147,0.3302,0.4037,-0.0334,-0.0896,-0.048,72.16,89.05,13.89,34.46,10.6,-7.53,-39.04,77.41699897,94.51222401,62.76,17.08,0.485781991,43.61,0.411881188,0.411957711,0.237823834,3.824,SP,34,0.434803827,-1.916861746,0.327271303
matt strahm,242.8,219.1,43.4,25.8,10.5,1.2,5.9,73.3,15.5,0.753815715,0.698019802,0.8023,0.3358,0.2568,0.4074,0.205,0.3472,0.39968254,0.2671,0.2648,0.475775194,0.3291,0.3451,-0.0073,-0.0114,-0.01,71.15,89.7,24.49,34.8,6.47,-8.15,-39.43,79.52432136,94.22323202,68.12,19.1,0.597156398,51.96,0.62970297,0.631790011,0.51208981,2.634,RP,33,0.640050633,-2.073013492,0.548832344
max scherzer,297.3,274.5,62.2,34.8,14.2,0,13.2,74.8,19.5,0.586489542,0.714108911,0.7707,0.4282,0.2823,0.2895,0.2318,0.4202,0.242222222,0.3054,0.2851,0.248062016,0.3737,0.3727,-0.0025,0.008,0.0013,72.08,87.92,21.48,38.04,9.47,-6.8,-33.6,77.01392044,93.50118102,70.61,19.67,0.62292654,51.36,0.447524752,0.263944586,0.42417962,2.934,SP,40,0.55525901,-1.703885556,0.362744673
merrill kelly,536.2,491.1,106.7,62.7,24.8,2.4,16.8,125.8,41.3,0.556811758,0.642945545,0.779,0.3875,0.282,0.3305,0.2532,0.4318,0.288571429,0.3239,0.312,0.293120155,0.3433,0.3893,-0.0322,-0.0443,-0.0318,72.67,90.37,12.21,32.47,9.42,-5.88,-41.48,79.74230573,94.8238994,67.29,15.39,0.565462085,48.43,0.805940594,0.456069996,0.321243523,3.447,SP,36,0.523895293,-1.416185714,0.48708352
michael king,422,380.9,82.8,55.5,16.2,1,10.1,118.2,34.8,0.697569248,0.598391089,0.7855,0.3435,0.2847,0.3718,0.2202,0.368,0.333650794,0.2907,0.2909,0.445736434,0.3432,0.3631,-0.0057,-0.0245,-0.0128,71.4,86.97,14.84,34.55,8.63,-4,-34.4,74.90255834,93.62194288,61.2,19.63,0.687796209,44.12,0.728712871,0.549033904,0.431778929,2.84,SP,30,0.624435142,-0.840679841,0.52468448
michael kopech,216.4,179.3,37.7,23.4,5.4,0.4,8.5,57.2,30.4,0.692764274,0.258044554,0.836,0.2503,0.2838,0.4659,0.2119,0.3201,0.424761905,0.2941,0.3261,0.637596899,0.2596,0.3366,-0.0479,-0.0698,-0.0449,71.45,89.61,18.33,34.23,5.69,-1.53,-37.37,80.98919668,93.36740036,61.7,27.51,0.776658768,44.44,0.322772277,0.189208895,0.568566494,2.124,SP,29,0.619955203,-0.066487619,0.390195791
michael lorenzen,505.8,455.8,109.9,67.1,23.2,2,17.6,95.3,42.6,0.444036179,0.588490099,0.7581,0.4204,0.3099,0.2697,0.253,0.4333,0.207301587,0.3279,0.3204,0.285852713,0.3532,0.3688,-0.0111,-0.0129,-0.0102,71.62,89.15,14.49,35.24,8.1,-6.29,-38.61,78.58508856,94.03251406,68.13,16.11,0.520734597,47.39,0.477227723,0.364199781,0.201381693,4.144,SP,33,0.464299795,-1.556129683,0.317883098
miguel castro,86.8,76.5,18.7,10.7,4.7,0.3,3,16.4,8.4,0.342001131,0.345915842,0.7422,0.4825,0.37,0.1475,0.2671,0.428,0.038095238,0.3567,0.3762,0.38129845,0.3798,0.3619,-0.0093,0.0545,0.0143,70.95,86.75,9.79,29.31,5.76,-0.79,-28.81,76.70050529,92.73374159,60.93,13.33,0.434834123,42.17,0.231683168,0.074371127,0.851122625,0.862,RP,30,0.378493434,0.067279048,0.347335011
mike clevinger,148.7,130.9,33.3,20.6,7.4,0.9,4.4,28,14.7,0.320237422,2.22E-16,0.742,0.3961,0.3906,0.2133,0.231,0.3794,0.091111111,0.3523,0.3805,0.441860465,0.3376,0.3352,0.027,0.0167,0.002,71.6,90.12,13.82,31.69,10.88,-1.49,-39.78,79.83249875,94.55369444,71.04,20.1,0.581161137,45.93,0.342574257,0.085308057,0.852158895,0.754,RP,34,0.358791661,-0.128057778,0.393703779
miles mikolas,650,608.3,168.4,101.4,39.3,4.2,23.5,104,30.3,0.3566987,0.805074257,0.7249,0.4718,0.3124,0.2158,0.2831,0.4995,0.153333333,0.3511,0.3209,0.112403101,0.3781,0.3986,-0.008,-0.0277,-0.0164,71.91,89.52,14.73,36.06,10.34,-6.51,-41.64,78.51181357,94.53060998,66.35,13.36,0.34686019,48.68,0.273267327,0.308056872,0.204490501,5.006,SP,36,0.394563138,-1.642383333,0.235605389
nestor cortes,319.2,290.7,71.9,40.3,17.7,0,13.9,73,23.2,0.537026569,0.467821782,0.7472,0.5157,0.3371,0.1472,0.2302,0.4513,0.064444444,0.3322,0.3183,0.089631783,0.4285,0.3815,0.0226,0.0644,0.0305,72.22,90.48,21.09,32.05,9.8,-7.57,-42.03,80.35332784,94.56195969,68.01,18.49,0.607227488,46.25,0.386138614,0.180459351,0.645941278,2.125,SP,30,0.45476693,-1.966531111,0.358604727
nick martinez,561.2,517.8,128.2,80,30.8,1.1,16.3,108.5,30.4,0.459016393,0.758663366,0.7529,0.4034,0.2943,0.3023,0.2551,0.401,0.255555556,0.3063,0.3028,0.453972868,0.3481,0.3538,-0.008,0.0024,-0.0038,71.49,87.11,14.83,35.05,6.7,-3.85,-31.78,76.16600699,93.06073801,65.55,15.25,0.510959716,48.31,0.708910891,0.425446591,0.315716753,3.946,SP,34,0.53352008,-0.819158889,0.443588723
patrick corbin,641.7,584,166.9,110.1,31.4,2.8,22.6,116,47.6,0.424533635,0.636757426,0.717,0.46,0.3377,0.2023,0.2856,0.4638,0.124761905,0.3502,0.3423,0.29748062,0.3928,0.401,-0.0026,-0.0038,-0.0065,72.3,89.73,12.79,36.82,8,-6.34,-40.71,78.85823089,94.55953379,65.66,13.59,0.561315166,46.7,0.144554455,0.294567991,0.210880829,4.906,SP,35,0.482602249,-1.594407619,0.190496565
paul sewald,130.3,118,26.7,15.3,6.5,0,4.9,37.9,9.8,0.719898248,0.668935644,0.7658,0.4212,0.2897,0.2891,0.2118,0.4157,0.246031746,0.2944,0.2702,0.172965116,0.3989,0.3804,0.0224,0.0055,0.0111,71.45,87.83,28.53,38.52,11.38,-4.83,-33.89,76.8919168,93.54509937,65.74,22.95,0.698459716,49.3,0.263366337,0.096244987,0.876683938,0.624,RP,35,0.593887541,-1.112113651,0.410470429
pete fairbanks,188.8,170.1,34,23.6,6.1,0.5,3.8,49.3,16.6,0.647540984,0.555074257,0.8006,0.307,0.274,0.419,0.224,0.3371,0.39047619,0.2815,0.2965,0.612887597,0.3053,0.3385,-0.0246,-0.0301,-0.0215,71.31,88.92,13.87,29.19,4.59,-5.05,-39.21,78.06114402,94.13237961,65.05,17.25,0.603672986,47.51,0.392079208,0.47903755,0.407599309,3.192,RP,31,0.608956562,-1.141924762,0.413806303
phil maton,230.8,198.2,40.4,26.2,8.8,0.6,4.8,61.8,21.7,0.676936122,0.517326733,0.7967,0.3239,0.3062,0.3699,0.2089,0.3296,0.314920635,0.2898,0.3124,0.574612403,0.3271,0.3359,-0.0056,-0.0057,-0.006,71.1,85.3,12.31,34.51,5.84,-6.21,-28.33,73.44328616,92.66164762,64.63,24.55,0.808353081,46.76,0.411881188,0.469923441,0.404835924,3.218,RP,32,0.663974588,-1.499765873,0.401983949
pierce johnson,216.2,193.7,43.5,29.2,8.2,0.3,5.8,61.1,20.5,0.69361221,0.530321782,0.7791,0.3521,0.2963,0.3516,0.2187,0.3633,0.313968254,0.2891,0.2958,0.457848837,0.3556,0.3615,0.0022,-0.0112,-0.005,71.2,90.21,14.58,35.72,7.18,-6.63,-41.69,80.5683885,94.26402644,60.43,18.66,0.694609005,44.89,0.411881188,0.52934743,0.355613126,3.115,RP,34,0.614100488,-1.633216349,0.398911431
rafael montero,204.3,176.8,42.3,25.8,9,0.9,6.6,44.2,25,0.493781798,0.330445545,0.7653,0.4061,0.3351,0.2588,0.2411,0.4081,0.184444444,0.3312,0.3419,0.351744186,0.3559,0.3659,-0.0064,-0.002,-0.0063,71.72,88.87,11.51,31.62,9,-3.26,-40.19,77.79738235,94.25351103,69.64,17.99,0.609893365,47,0.194059406,0.232592052,0.495336788,3.296,RP,34,0.467540495,-0.644501111,0.290226157
raisel iglesias,231.4,214.7,44.1,27.6,9.3,0.6,6.6,63,12.4,0.678066704,0.771039604,0.7924,0.3517,0.2555,0.3928,0.2158,0.3675,0.388888889,0.2701,0.2633,0.425872093,0.3336,0.349,-0.0082,-0.0158,-0.0096,71.64,87.56,16.71,33.62,7.41,-5.44,-31.78,76.73517047,93.26297869,69.64,24.23,0.80242891,52.37,0.500990099,0.559606271,0.449568221,2.975,RP,35,0.683531024,-1.265402222,0.474866528
ranger suarez,540.8,495.6,122.8,87,21.8,2.2,11.8,122.8,36.4,0.549180328,0.688737624,0.7522,0.371,0.3048,0.3242,0.2437,0.3716,0.272698413,0.2963,0.3018,0.540697674,0.3505,0.3501,0.0041,-0.0006,0.0008,71.78,86.33,10.01,32.03,5.93,-4.29,-31.21,74.36589443,93.15663959,64.53,14.82,0.507701422,47.19,0.310891089,0.075100255,0.865284974,0.836,SP,29,0.562951585,-0.945840317,0.422412553
robert suarez,203.5,186.9,38.1,27.7,5.5,0.5,4.4,50,13.8,0.598643301,0.66460396,0.8019,0.3062,0.2577,0.4361,0.2323,0.3802,0.434920635,0.2897,0.2913,0.443313953,0.2921,0.3576,-0.0342,-0.074,-0.0437,71.03,89.92,15.95,33.17,8.02,-4.46,-40.52,79.91357076,94.47523565,74.77,21.91,0.563684834,54.07,0.542574257,0.426540284,0.585146805,2.331,RP,34,0.570282023,-0.958905873,0.510608503
ryan brasier,130.3,119.4,27,17.9,6.3,0.3,2.5,28.2,7.5,0.503391747,0.790841584,0.7662,0.3627,0.2703,0.367,0.2698,0.4115,0.348888889,0.3131,0.3077,0.473352713,0.3207,0.3753,-0.036,-0.0488,-0.04,71.73,89.46,11.84,32.56,5.66,-5.69,-42.34,78.91579861,94.50192672,71.68,16.55,0.515699052,52.86,0.267326733,0.107181918,0.891537133,0.604,RP,37,0.558566099,-1.353302222,0.438873321
ryan helsley,204.5,180.4,41.9,31.6,6.5,0.2,3.6,59.1,19.3,0.730638779,0.508044554,0.7678,0.3342,0.3058,0.36,0.2123,0.3251,0.326984127,0.2707,0.2909,0.614341085,0.3524,0.3377,0.0199,0.0091,0.0093,70.88,90.24,14.34,33.3,5.19,-6.91,-39.67,80.40780216,94.40871255,71.28,21.44,0.83471564,53.48,0.358415842,0.374043019,0.508117444,3.102,RP,30,0.694083454,-1.716103175,0.400165415
ryan yarbrough,307.6,278.2,64.2,45,8.3,0,10.9,57.4,20.7,0.452798191,0.678217822,0.769,0.3832,0.2969,0.3199,0.2531,0.401,0.268888889,0.3147,0.3176,0.440406977,0.3314,0.3545,-0.0221,-0.0178,-0.0164,71.19,86.03,15.73,36.55,5.73,-3.24,-29.81,74.49767292,92.82783391,66.45,19.63,0.583234597,47.02,0.423762376,0.409041196,0.200690846,3.716,RP,33,0.534534796,-0.628142222,0.322921984
ryne stanek,209.9,185.6,44.3,29.8,7.4,1.1,6,52.3,22.2,0.605992086,0.443069307,0.76,0.3874,0.323,0.2896,0.2249,0.3799,0.225079365,0.3054,0.3114,0.409883721,0.3685,0.3577,0.0151,0.0075,0.0067,71.38,89.98,20,34.04,8.7,-6.33,-40.8,80.26689389,94.14841848,74.61,24.96,0.74200237,52.23,0.087128713,0.29784907,0.257858377,5.002,RP,33,0.574988942,-1.561384127,0.208081814
scott barlow,255.6,214.6,45.4,31.3,8.3,0.7,5.1,67.7,33.1,0.65602035,0.294554455,0.7898,0.3278,0.3258,0.3464,0.2283,0.3464,0.285396825,0.308,0.3421,0.591085271,0.3306,0.3558,-0.0181,-0.0186,-0.0149,71.03,85.91,13.04,33.33,5.72,-2.01,-29.24,74.19781506,92.83622262,60.33,19.43,0.789988152,42.61,0.322772277,0.394458622,0.28238342,4.089,RP,32,0.610930496,-0.243820635,0.317517799
sean newcomb,200.2,176,47.3,37.3,6.7,0,3.3,47,18.2,0.533634822,0.340965347,0.7524,0.3706,0.3569,0.2725,0.2362,0.3817,0.186666667,0.3232,0.3479,0.456879845,0.3555,0.3565,0.0114,-0.0111,0.001,71.09,89.15,12.22,29.09,6.09,-6.29,-42.44,78.24742541,94.3470084,65.02,14.18,0.469194313,44.59,0.354455446,0.267954794,0.731433506,1.43,RP,32,0.460417779,-1.552566667,0.416690978
seranthony dominguez,228.3,198.3,43.7,30.2,6.2,0.3,7,62,26.2,0.677218768,0.379950495,0.7803,0.355,0.3195,0.3255,0.2169,0.3566,0.25968254,0.3035,0.3187,0.481589147,0.3552,0.3595,0.0028,-0.0016,-0.0023,71.66,86.77,15.4,36.58,8.68,-3.97,-33.04,75.17787227,93.22645576,67.98,20.15,0.757405213,46.69,0.231683168,0.083120671,0.832815199,0.756,RP,30,0.602695123,-0.841073492,0.387910152
