Name,player_id,year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,b_lob,r_total_caught_stealing,r_total_stolen_base,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent,n_outs_above_average,sprint_speed
 Ryan Kreidler,668952,2024,26,59,65,7,6,0,0,1,19,6,29.2,9.2,0.119,0.169,0.2,0.369,2,19,3,5,0.17,0.252,0.177,0.231,0.247,0.082,0.183,0.272,-0.051,-0.083,-0.054,68.5,82,13.2,17.5,5,2.5,22.5,94.15426684,91.37968947,68.9,26.4,32,46.4,,27.5
 Corbin Carroll,682998,2024,23,589,684,136,78,22,14,22,130,73,19,10.7,0.231,0.428,0.322,0.75,74,241,8,35,0.241,0.391,0.325,0.324,0.334,0.15,0.35,0.349,-0.01,0.037,0.001,73.7,89.3,12,27.8,7.2,7,40.8,101.0556657,94.75567237,59.8,13,20.3,41.4,10,29.6
 Billy McKinney,641856,2024,29,25,28,5,4,1,0,0,13,2,46.4,7.1,0.2,0.24,0.286,0.526,2,15,0,0,0.162,0.226,0.246,0.226,0.252,0.065,0.398,0.353,0.038,0.014,0.02,68.6,86,-0.4,33.3,8.3,0,33.3,95.97028167,92.00033167,63.3,36.8,48.1,47.4,,27.1
 Jesse Winker,608385,2024,30,430,508,109,72,23,0,14,106,63,20.9,12.4,0.253,0.405,0.36,0.765,58,169,4,14,0.245,0.384,0.338,0.329,0.353,0.139,0.37,0.357,0.008,0.021,0.009,69.5,88.6,14,30.1,7.6,3.3,37.4,98.91091179,93.57027482,64.7,15,19.6,43.2,-9,26.1
 Jake Burger,669394,2024,28,535,579,134,81,23,1,29,150,31,25.9,5.4,0.25,0.46,0.301,0.761,76,209,1,1,0.256,0.476,0.325,0.338,0.307,0.221,0.415,0.433,-0.006,-0.016,-0.013,74.7,91.3,13,32.4,12.3,7.7,46.8,103.6199869,96.17114441,70.1,18.9,30.1,52.4,,27.9
 Shea Langeliers,669127,2024,26,482,534,108,59,18,2,29,145,41,27.2,7.7,0.224,0.45,0.288,0.738,80,253,2,4,0.241,0.456,0.315,0.328,0.305,0.215,0.4,0.419,-0.017,-0.006,-0.013,74.1,91.3,16.3,35.3,12.8,5.2,44,102.0546069,95.45171945,69.5,19.7,29.2,49.5,,27.8
 Tommy Pham,502054,2024,36,440,478,109,77,20,3,9,106,35,22.2,7.3,0.248,0.368,0.305,0.673,39,125,3,7,0.263,0.407,0.297,0.319,0.32,0.144,0.347,0.379,-0.015,-0.039,-0.022,72.6,90.4,11,32.2,7.2,7.8,42.7,101.1059354,94.88320967,59.8,15.9,22.5,40.5,-2,27.2
 Will Brennan,686823,2024,26,330,353,87,64,13,2,8,48,19,13.6,5.4,0.264,0.388,0.309,0.697,30,114,2,4,0.269,0.374,0.303,0.302,0.314,0.105,0.326,0.326,-0.005,0.014,0.001,69,86,13.3,31.1,4.6,4.2,32.5,97.13288142,92.58269139,75.1,13,18.1,54.8,-3,28.2
 Christian Bethancourt,542194,2024,32,139,147,29,17,7,0,5,36,5,24.5,3.4,0.209,0.367,0.241,0.608,22,63,0,3,0.218,0.36,0.263,0.267,0.25,0.142,0.33,0.335,-0.009,0.007,-0.004,71.9,89.1,12.4,25.7,7.6,4.8,41.9,100.4603861,94.26645918,77.5,22.9,31.5,61.4,,27.5
 Kerry Carpenter,681481,2024,26,264,296,75,36,16,5,18,75,22,25.3,7.4,0.284,0.587,0.345,0.932,57,120,2,0,0.265,0.555,0.39,0.379,0.332,0.29,0.503,0.487,0.019,0.032,0.011,71.5,90.5,17.6,40.1,17.7,5.7,46.4,100.9280323,94.94412922,70.4,18.4,30.3,50.5,1,27.7
 Nick Yorke,694377,2024,22,37,42,8,6,0,0,2,12,4,28.6,9.5,0.216,0.378,0.286,0.664,5,16,0,2,0.284,0.509,0.289,0.377,0.353,0.225,0.361,0.504,-0.068,-0.131,-0.088,71.8,89.7,8,38.5,15.4,7.7,50,102.8363585,95.54487846,71.4,23.3,31.7,47.1,,28.9
 George Springer III,543807,2024,34,545,614,120,79,19,3,19,115,60,18.7,9.8,0.22,0.371,0.303,0.674,56,218,1,16,0.244,0.402,0.298,0.322,0.325,0.158,0.318,0.351,-0.024,-0.031,-0.024,71.9,87.5,9.4,29.2,9.3,4.4,37.4,99.896868,94.04692939,73,18.6,25.3,49.1,-1,28.1
 Rafael Marchán,665561,2024,25,51,56,15,8,4,0,3,8,3,14.3,5.4,0.294,0.549,0.345,0.894,6,17,0,0,0.336,0.52,0.382,0.393,0.384,0.184,0.424,0.438,-0.042,0.029,-0.011,65.6,86.2,16.7,47.7,9.1,0,31.8,95.68720818,92.00437674,62.4,8.8,15.6,46.2,,26.1
 Josh Smith,669701,2024,26,523,592,135,91,30,1,13,121,46,20.4,7.8,0.258,0.394,0.337,0.731,62,189,2,11,0.242,0.352,0.323,0.304,0.324,0.11,0.361,0.333,0.016,0.042,0.019,70.2,87.8,15.4,33.7,3.7,5.7,37.1,98.30699771,93.25999596,66.9,14.9,21.8,47.1,,27.6
 Travis Jankowski,608671,2024,33,190,207,38,32,5,0,1,44,12,21.3,5.8,0.2,0.242,0.266,0.508,12,63,1,11,0.207,0.252,0.234,0.241,0.272,0.046,0.25,0.261,-0.007,-0.01,-0.007,67,85.4,5.9,25.3,0.7,2.7,24.7,95.34609806,91.70088587,64.9,14.5,20.7,44.8,5,28.5
 Jordyn Adams,677941,2024,24,35,38,8,7,0,0,1,12,3,31.6,7.9,0.229,0.314,0.289,0.603,4,15,0,2,0.253,0.38,0.271,0.307,0.312,0.128,0.357,0.417,-0.024,-0.066,-0.036,70.3,88,10.5,34.8,4.3,0,30.4,97.56365182,93.06170773,72.2,24.6,31.7,51.9,0,29.7
 Michael Harris II,671739,2024,23,440,470,116,83,14,3,16,94,23,20,4.9,0.264,0.418,0.304,0.722,48,161,6,10,0.284,0.461,0.312,0.344,0.326,0.177,0.368,0.41,-0.02,-0.043,-0.032,74.7,90.5,7.5,33.5,10,8.3,47,103.3290189,96.05347422,69.7,18.4,25.1,55.1,7,28.3
 Francisco Alvarez,682626,2024,22,308,342,73,46,14,2,11,86,30,25.1,8.8,0.237,0.403,0.307,0.71,47,162,1,1,0.22,0.358,0.31,0.289,0.292,0.139,0.374,0.343,0.017,0.045,0.021,73.5,88.8,6.9,27.2,6.7,6.7,42,101.2982155,94.78420552,64.2,20.6,29.6,46.1,,25.8
 Aaron Schunk,668845,2024,26,94,98,22,17,3,0,2,31,4,31.6,4.1,0.234,0.33,0.265,0.595,7,39,1,0,0.205,0.307,0.257,0.236,0.238,0.102,0.363,0.331,0.029,0.023,0.021,68.8,85.3,11.9,39.7,4.8,4.8,31.7,95.86896161,91.96148548,76,16.2,27.6,58.5,,28.1
 Ryan Vilade,668723,2024,25,45,49,8,7,0,0,1,12,2,24.5,4.1,0.178,0.244,0.208,0.452,5,28,0,0,0.226,0.305,0.2,0.246,0.254,0.079,0.242,0.306,-0.048,-0.061,-0.046,74.3,86.2,5.5,25.7,5.7,0,37.1,98.86284824,93.48341912,73,21.9,24,55.3,1,28.5
 DJ Stewart,621466,2024,30,158,194,28,19,4,0,5,48,31,24.7,16,0.177,0.297,0.325,0.622,19,65,0,1,0.212,0.346,0.29,0.326,0.357,0.134,0.288,0.352,-0.035,-0.049,-0.036,71.5,89.7,19.1,34.2,8.1,8.1,39.6,100.3467189,94.28056509,66.5,23.5,30,40.9,-3,27
 Alec Bohm,664761,2024,27,554,606,155,94,44,2,15,86,40,14.2,6.6,0.28,0.448,0.332,0.78,97,236,2,5,0.288,0.444,0.335,0.342,0.342,0.156,0.363,0.372,-0.008,0.004,-0.007,72.2,90.4,10.1,35.2,6.8,9.1,45.6,100.7682208,94.78166267,71.1,10.5,17.6,49.7,,26.3
 Kyle Isbel,664728,2024,27,384,426,88,59,13,8,8,88,27,20.7,6.3,0.229,0.367,0.287,0.654,42,156,2,11,0.234,0.333,0.286,0.281,0.293,0.099,0.327,0.32,-0.005,0.034,0.005,70.7,88.1,9,24.8,3.9,3.6,36.3,99.42745129,93.78707888,60.9,9.4,19.3,46.1,9,27.9
 Ketel Marte,606466,2024,30,504,583,147,86,23,2,36,106,65,18.2,11.1,0.292,0.56,0.372,0.932,95,172,1,7,0.294,0.538,0.391,0.392,0.378,0.244,0.446,0.447,-0.002,0.022,-0.001,73.7,94,9.4,33.7,12.3,7.4,53.8,103.9911372,96.92044441,71.3,14.1,21.3,48.2,,27.1
 Curt Casali,592200,2024,35,108,125,21,17,3,0,1,22,13,17.6,10.4,0.194,0.25,0.293,0.543,8,45,0,0,0.206,0.267,0.254,0.265,0.303,0.062,0.242,0.258,-0.012,-0.017,-0.011,66.8,83,20,34.1,1.1,3.4,17,92.63969326,90.48027835,65.3,15.2,19.4,43.3,,24.4
 René Pinto,650907,2024,27,42,49,9,4,3,0,2,18,4,36.7,8.2,0.214,0.429,0.292,0.721,6,14,0,0,0.188,0.467,0.31,0.33,0.278,0.279,0.456,0.495,0.026,-0.038,-0.02,74.6,93.7,27.6,46.2,19.2,19.2,61.5,101.4104508,96.112166,73.6,34.4,42.4,49.7,,24.6
 David Hamilton,666152,2024,26,294,317,73,47,17,1,8,80,22,25.2,6.9,0.248,0.395,0.303,0.698,28,130,4,33,0.231,0.346,0.305,0.281,0.287,0.115,0.377,0.342,0.017,0.049,0.024,68.9,87,15.8,38.3,5.6,7.5,32.2,97.7143821,92.9698299,66.3,16,25.6,45.9,,29.4
 Rhys Hoskins,656555,2024,31,449,517,96,56,14,0,26,149,53,28.8,10.3,0.214,0.419,0.303,0.722,82,233,0,3,0.202,0.387,0.313,0.301,0.295,0.185,0.393,0.372,0.012,0.032,0.012,71.2,88.7,20.8,29.7,12.7,6.2,42.2,99.73743425,94.05789507,59.3,21.2,26.3,42.8,,25.3
 Brendan Rodgers,663898,2024,27,501,539,134,91,29,1,13,132,31,24.5,5.8,0.267,0.407,0.314,0.721,54,190,0,1,0.248,0.377,0.314,0.295,0.297,0.129,0.39,0.364,0.019,0.03,0.019,71.7,89.3,4.9,33.1,5.6,7,44.1,101.1532692,94.77396442,69.2,15,25.9,49.3,,26
 Lenyn Sosa,672820,2024,24,351,369,89,68,13,0,8,77,12,20.9,3.3,0.254,0.359,0.283,0.642,35,136,1,3,0.278,0.419,0.28,0.316,0.309,0.141,0.337,0.385,-0.024,-0.06,-0.036,71.7,89,12.3,42.2,6.1,9,41.2,99.35519745,93.90953084,67.9,13,19.8,52.7,,27.3
 Vaughn Grissom,687093,2024,23,105,114,20,17,3,0,0,24,7,21.1,6.1,0.19,0.219,0.246,0.465,6,51,0,2,0.254,0.337,0.213,0.287,0.305,0.083,0.229,0.332,-0.064,-0.118,-0.074,69.1,86.1,8.3,41.5,4.9,3.7,32.9,97.75172829,92.91303524,62,12.7,22.4,45.4,,27.4
 Zach Remillard,621545,2024,30,33,39,8,6,1,1,0,10,5,25.6,12.8,0.242,0.333,0.342,0.675,1,16,0,1,0.228,0.324,0.305,0.302,0.332,0.096,0.354,0.351,0.014,0.009,0.003,67.9,86.9,14.3,25,4.2,0,29.2,96.74875546,92.68464191,50.6,15.4,19.3,37.7,,28
 Will Smith,669257,2024,29,476,544,118,72,24,2,20,105,51,19.3,9.4,0.248,0.433,0.327,0.76,75,206,1,1,0.24,0.443,0.326,0.331,0.323,0.204,0.363,0.372,0.008,-0.01,-0.005,67.9,89.4,18.7,38.3,10.8,8.4,42,99.31826915,93.92915939,66.5,15.5,20.9,46.2,,27.4
 Seby Zavala,664874,2024,30,39,43,6,3,2,0,1,16,3,37.2,7,0.154,0.282,0.214,0.496,2,25,0,0,0.178,0.352,0.221,0.257,0.237,0.174,0.313,0.38,-0.024,-0.07,-0.036,68.6,90.5,19.9,41.7,4.2,25,41.7,99.43976167,94.55943478,62.6,26.3,36.9,49.1,,26
 Max Kepler,596146,2024,31,368,399,93,63,21,1,8,80,22,20.1,5.5,0.253,0.38,0.302,0.682,42,163,0,1,0.247,0.381,0.298,0.301,0.3,0.134,0.343,0.348,0.006,-0.001,-0.003,71.4,88.9,16.8,35.4,6.2,7.2,36.8,99.56999132,93.86754188,74.3,15.2,24.4,52.3,4,26.8
 Keston Hiura,669374,2024,27,27,27,4,4,0,0,0,10,0,37,0,0.148,0.148,0.148,0.296,1,12,1,0,0.196,0.244,0.131,0.192,0.196,0.048,0.207,0.304,-0.048,-0.096,-0.061,72.7,82.2,6.3,35.3,0,5.9,23.5,95.10337,92.05063941,68.1,28.1,39.2,54.8,,26.7
 Enmanuel Valdez,665839,2024,25,201,223,43,25,12,0,6,53,17,23.8,7.6,0.214,0.363,0.27,0.633,28,112,1,1,0.234,0.407,0.275,0.304,0.292,0.174,0.325,0.368,-0.02,-0.044,-0.029,70.4,89.4,19.3,32,9.2,5.9,41.8,99.9120656,94.1331724,60.5,15,22.1,43.9,,26.2
 Yainer Diaz,673237,2024,25,585,619,175,127,29,3,16,107,24,17.3,3.9,0.299,0.441,0.325,0.766,84,268,0,2,0.299,0.458,0.329,0.339,0.327,0.159,0.383,0.395,0,-0.017,-0.01,72.5,90.2,8.9,35,7.6,8.4,47.5,101.2970562,95.03435951,77.7,13.6,24,58.8,,27.1
 Blake Sabol,666165,2024,26,32,38,10,8,2,0,0,9,5,23.7,13.2,0.313,0.375,0.421,0.796,1,12,0,0,0.244,0.389,0.352,0.327,0.364,0.145,0.416,0.375,0.069,-0.014,0.025,71.2,90.3,12.7,30.4,8.7,4.3,43.5,100.9357883,95.14385,75.8,17,33.8,52.4,,26.6
 Joey Ortiz,687401,2024,25,440,511,105,63,25,6,11,103,56,20.2,11,0.239,0.398,0.329,0.727,60,184,6,11,0.234,0.343,0.319,0.305,0.328,0.109,0.347,0.327,0.005,0.055,0.014,73.4,87.8,9.9,26.6,4.6,5.2,38.4,99.39150947,93.76643302,53.5,9.9,17.1,39.4,,28.7
 Brenton Doyle,686668,2024,26,542,603,141,90,24,4,23,153,46,25.4,7.6,0.26,0.446,0.317,0.763,72,180,5,30,0.254,0.436,0.328,0.329,0.315,0.182,0.41,0.412,0.006,0.01,-0.001,70.9,89.2,13.2,37.4,10.5,6,41.4,100.9832231,94.67619269,74.5,18.2,29.8,51.4,14,29.3
 Byron Buxton,621439,2024,30,355,388,99,51,27,3,18,99,20,25.5,5.2,0.279,0.524,0.335,0.859,56,166,2,7,0.264,0.502,0.366,0.353,0.322,0.238,0.467,0.448,0.015,0.022,0.013,74.3,91.7,19.8,39.5,13.2,8.5,48.1,102.4512748,95.81519485,76.3,22.5,32.1,54,3,29.7
 Jorge Polanco,593871,2024,30,416,468,89,62,11,0,16,137,46,29.3,9.8,0.214,0.356,0.297,0.653,45,200,2,4,0.226,0.399,0.288,0.309,0.308,0.173,0.36,0.395,-0.012,-0.043,-0.021,69.7,88.3,17.8,35.9,8.9,5.3,37.4,99.20433166,93.75583466,66.3,21.7,28.1,44.8,,27.5
 Brian Serven,661531,2024,29,63,71,10,6,4,0,0,22,5,31,7,0.159,0.222,0.243,0.465,3,29,0,0,0.172,0.265,0.217,0.239,0.255,0.093,0.251,0.289,-0.013,-0.043,-0.022,70.3,84.7,20.6,35.7,2.4,9.5,16.7,94.9411335,91.5968815,63.2,17.9,23.6,47.7,,26.1
 Avisaíl García,541645,2024,33,50,51,12,9,1,0,2,13,1,25.5,2,0.24,0.38,0.255,0.635,2,21,0,0,0.25,0.405,0.274,0.293,0.265,0.155,0.359,0.385,-0.01,-0.025,-0.019,69,86.6,2.1,27,8.1,2.7,29.7,99.08773263,93.69370054,84.6,11.7,29.5,60.2,1,28
 Martin Maldonado,455117,2024,37,135,147,16,9,3,0,4,51,8,34.7,5.4,0.119,0.23,0.174,0.404,11,56,0,0,0.16,0.288,0.181,0.222,0.213,0.128,0.237,0.307,-0.041,-0.058,-0.041,70.9,88,20.1,29.9,8,4.6,35.6,98.49917095,93.41279262,64.1,23.8,36.1,49.3,,23.1
 Mike Yastrzemski,573262,2024,33,428,474,99,56,16,9,18,124,38,26.2,8,0.231,0.437,0.302,0.739,57,180,2,3,0.219,0.397,0.319,0.301,0.292,0.178,0.396,0.369,0.012,0.04,0.018,70.9,90.4,19.1,33,10.5,6.5,41,99.5562712,94.18678341,63.7,20,26.1,44.1,0,27.2
 Yordan Alvarez,670541,2024,27,552,635,170,99,34,2,35,95,69,15,10.9,0.308,0.567,0.392,0.959,86,216,0,6,0.303,0.595,0.402,0.411,0.389,0.292,0.444,0.457,0.005,-0.028,-0.009,76.5,93.1,18.3,35.4,14.5,7.6,49.7,104.0971051,96.70351952,68,11.1,19.9,47.8,-7,26.1
 Michael Siani,672279,2024,24,298,334,68,57,7,2,2,92,21,27.5,6.3,0.228,0.285,0.285,0.57,20,141,3,20,0.205,0.265,0.257,0.243,0.265,0.059,0.32,0.299,0.023,0.02,0.014,68.9,84.4,5.1,32.6,2.3,2.3,22.6,95.78696165,91.89878943,64.8,23.3,29.5,48.9,16,28.3
 Bryce Johnson,669369,2024,28,63,73,13,11,2,0,0,12,7,16.4,9.6,0.206,0.238,0.286,0.524,4,25,1,1,0.258,0.307,0.243,0.291,0.332,0.049,0.239,0.305,-0.052,-0.069,-0.048,67.1,86.1,7.4,37,0,0,24.1,95.47075565,91.92318578,73.4,10.6,18.3,49.8,1,28.1
 Jahmai Jones,663330,2024,26,42,47,10,7,1,1,1,16,2,34,4.3,0.238,0.381,0.304,0.685,4,17,1,1,0.192,0.322,0.302,0.263,0.262,0.13,0.426,0.357,0.046,0.059,0.039,73,85.2,15.8,29.6,7.4,7.4,40.7,100.0230846,94.24069462,63.7,17.6,30.9,44.7,,27.6
 Casey Schmitt,669477,2024,25,107,113,27,16,4,1,6,25,4,22.1,3.5,0.252,0.477,0.283,0.76,16,49,0,0,0.244,0.441,0.323,0.306,0.275,0.197,0.398,0.375,0.008,0.036,0.017,71.6,89.2,16.5,31.3,8.4,7.2,36.1,99.22320524,93.80395578,69.1,11.2,25,52.4,,28
 Jakson Reetz,656883,2024,28,14,15,2,0,1,0,1,5,1,33.3,6.7,0.143,0.429,0.2,0.629,1,6,0,0,0.164,0.4,0.266,0.267,0.22,0.236,0.367,0.368,-0.021,0.029,-0.001,69.4,85.5,19.3,11.1,11.1,11.1,44.4,96.401046,93.20291556,73.9,23.5,42.9,57.1,,
 Akil Baddoo,668731,2024,25,73,82,10,4,2,2,2,27,8,32.9,9.8,0.137,0.301,0.22,0.521,5,25,0,1,0.197,0.397,0.23,0.297,0.279,0.2,0.283,0.401,-0.06,-0.096,-0.067,71.7,91.1,21,25.5,12.8,6.4,46.8,100.7184904,94.81026468,65.6,24.8,34.6,48.1,0,28.1
 Hunter Renfroe,592669,2024,32,385,424,88,55,18,0,15,84,36,19.8,8.5,0.229,0.392,0.297,0.689,52,140,1,1,0.223,0.362,0.302,0.291,0.292,0.14,0.337,0.322,0.006,0.03,0.011,75.2,88.5,16.7,27.8,6.6,6.3,39.4,100.2651033,94.25654964,62.7,15.3,23.4,44.4,-5,26.7
 Michael Conforto,624424,2024,31,438,488,104,54,27,3,20,118,42,24.2,8.6,0.237,0.45,0.309,0.759,66,183,1,0,0.257,0.479,0.327,0.35,0.329,0.222,0.394,0.43,-0.02,-0.029,-0.023,74.1,90.2,14.8,33.7,11.8,9,46,101.9553056,95.24955059,65.4,18,25.2,44.8,-4,26.3
 Adley Rutschman,668939,2024,26,571,638,143,102,21,1,19,103,58,16.1,9.1,0.25,0.391,0.318,0.709,79,213,0,1,0.255,0.393,0.309,0.315,0.325,0.138,0.33,0.339,-0.005,-0.002,-0.006,69.1,88.2,18.8,35.4,6.1,4.8,36.6,98.08111945,93.14903968,60.1,12.1,17.1,44.5,,26.6
 Josh Rojas,668942,2024,30,422,476,95,66,19,2,8,108,46,22.7,9.7,0.225,0.336,0.304,0.64,31,157,4,10,0.223,0.35,0.286,0.293,0.304,0.127,0.322,0.333,0.002,-0.014,-0.007,66.6,88.2,15.5,35.6,5.7,7.9,38.2,97.94626363,93.2251986,66.9,15.9,24.4,45.6,,27
 Pete Crow-Armstrong,691718,2024,22,372,410,88,59,13,6,10,98,21,23.9,5.1,0.237,0.384,0.286,0.67,47,160,3,27,0.223,0.367,0.289,0.281,0.275,0.144,0.355,0.343,0.014,0.017,0.008,70.6,88.9,17.2,33.3,7.4,6,36.8,98.79783657,93.63044077,79.7,24.6,29.9,60.7,13,30
 Braden Shewmake,669699,2024,26,64,67,8,5,2,0,1,10,1,14.9,1.5,0.125,0.203,0.134,0.337,4,26,1,5,0.172,0.246,0.144,0.188,0.184,0.074,0.16,0.213,-0.047,-0.043,-0.044,69.6,86.5,14.3,28.6,3.6,3.6,26.8,95.82956179,92.00737564,71.1,14.8,26.3,55.1,,27.8
 Livan Soto,670869,2024,24,13,16,3,2,1,0,0,3,3,18.8,18.8,0.231,0.308,0.375,0.683,0,2,0,0,0.265,0.345,0.318,0.346,0.403,0.081,0.302,0.347,-0.034,-0.037,-0.028,66.5,85.1,22.1,40,10,0,20,93.906438,90.954791,65.7,4.3,13.3,45.5,,26.2
 Trevor Larnach,663616,2024,27,355,400,92,60,17,0,15,89,40,22.3,10,0.259,0.434,0.338,0.772,52,141,1,4,0.259,0.458,0.336,0.345,0.338,0.199,0.392,0.405,0,-0.024,-0.009,72.8,92,12.4,36.2,10.1,8.6,45.1,102.3751958,95.54188573,63.5,15.3,27.9,44.1,2,26.3
 Eloy Jimenez,650391,2024,27,324,349,77,57,14,0,6,70,22,20.1,6.3,0.238,0.336,0.289,0.625,23,144,0,3,0.248,0.382,0.276,0.3,0.299,0.134,0.314,0.347,-0.01,-0.046,-0.024,73.9,92,4.3,25.1,7.8,3.9,49,103.1799978,96.16514303,70.1,15.3,26.2,50.3,,25.2
 Zach Neto,687263,2024,23,542,602,135,77,34,1,23,140,39,23.3,6.5,0.249,0.443,0.318,0.761,77,205,10,30,0.236,0.414,0.33,0.317,0.307,0.178,0.395,0.376,0.013,0.029,0.013,71,88.5,12.3,29,8.4,8.4,38.8,100.1308329,94.28058907,67.9,17.8,27.1,48.9,,28.2
 Victor Robles,645302,2024,27,254,295,78,54,20,0,4,53,21,18,7.1,0.307,0.433,0.381,0.814,28,71,2,34,0.257,0.389,0.357,0.326,0.338,0.132,0.397,0.352,0.05,0.044,0.031,68.3,86.7,14.8,34.8,6.2,4.8,28.6,97.34578611,92.7563146,78.8,16.1,24.7,54.7,1,27.8
 Mitch Garver,641598,2024,33,367,430,63,31,17,0,15,133,53,30.9,12.3,0.172,0.341,0.286,0.627,51,187,0,0,0.18,0.335,0.281,0.285,0.295,0.155,0.335,0.343,-0.008,0.006,-0.004,71.2,89.9,18.3,32.5,8.4,7.2,39.7,99.98327627,94.25438106,57.6,21.4,30.8,38.7,,26
 Brett Wisely,689172,2024,25,252,272,60,42,13,1,4,65,13,23.9,4.8,0.238,0.345,0.278,0.623,31,98,3,2,0.215,0.313,0.272,0.255,0.259,0.098,0.332,0.309,0.023,0.032,0.017,67.5,86.8,16.2,29.7,5.2,3.6,31.6,96.94857663,92.51248388,67.1,13.2,22.5,49.5,,27.8
