Name,player_id,year,player_age,pa,ab,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent
 Joe Ross,605452,2024,31,321,287,72,55,10,0,7,66,29,20.6,9,0.251,0.359,0.319,0.678,0.239,0.381,0.299,0.306,0.31,0.143,0.337,0.347,0.012,-0.022,-0.007,72.1,88.7,16.7,30.8,8,3.1,38.8,77.82836108,93.97321847,68.8,18.1,27.1,49.4
 Valente Bellozo,678368,2024,24,295,270,69,39,14,1,15,44,21,14.9,7.1,0.256,0.481,0.312,0.793,0.25,0.493,0.338,0.346,0.31,0.243,0.37,0.38,0.006,-0.012,-0.008,72.4,90,22.2,34.2,11,7,42.1,79.51786982,94.49903416,68.4,16.3,19.5,45.4
 Tyler Phillips,663969,2024,26,160,150,45,29,7,0,9,28,7,17.5,4.4,0.3,0.527,0.338,0.865,0.292,0.52,0.369,0.369,0.333,0.227,0.429,0.429,0.008,0.007,0,72.2,88.9,12.7,38.2,13.8,5.7,40.7,76.73265903,94.80805675,72.1,14.2,21.7,52.6
 Richard Fitts,690916,2024,24,85,76,19,16,3,0,0,9,7,10.6,8.2,0.25,0.289,0.313,0.602,0.259,0.375,0.273,0.309,0.322,0.116,0.267,0.31,-0.009,-0.086,-0.036,70.9,88.5,15.3,33.3,1.4,10.1,33.3,78.46769471,93.4540709,67.1,9.1,15.2,50.3
 Bobby Miller,676272,2024,25,258,226,69,44,7,1,17,52,30,20.2,11.6,0.305,0.571,0.391,0.962,0.296,0.528,0.411,0.394,0.384,0.232,0.483,0.458,0.009,0.043,0.017,71.9,91.5,10.4,34.5,11.5,5.7,47.7,81.35718558,95.54701427,70.6,18.9,23.7,46.1
 Tanner Scott,656945,2024,29,294,251,45,35,7,0,3,84,36,28.6,12.2,0.179,0.243,0.285,0.528,0.2,0.29,0.241,0.268,0.304,0.089,0.274,0.32,-0.021,-0.047,-0.027,71.9,84.3,11.1,30.4,4.7,4.7,27.5,71.83934775,92.40693756,70,25.1,32.7,51.8
 Zach Pop,647315,2024,27,209,185,45,30,6,0,9,33,19,15.8,9.1,0.243,0.422,0.317,0.739,0.265,0.42,0.315,0.327,0.338,0.154,0.34,0.357,-0.022,0.002,-0.012,71.8,88.9,4.9,25.2,7.1,3.2,44.5,77.18437763,94.4578445,71.1,14.6,22.1,49.3
 Kaleb Ort,672391,2024,32,93,89,16,7,2,0,7,26,4,28,4.3,0.18,0.438,0.215,0.653,0.206,0.378,0.277,0.268,0.24,0.172,0.366,0.352,-0.026,0.06,0.009,70.8,88.2,21.4,23.8,6.3,7.9,36.5,77.10864194,94.0115321,67.6,20.8,26.8,50
 Patrick Corbin,571578,2024,34,764,697,208,134,42,7,25,139,54,18.2,7.1,0.298,0.486,0.348,0.834,0.295,0.473,0.357,0.357,0.347,0.178,0.412,0.412,0.003,0.013,0,72.2,90.8,10,37.3,8.3,7.7,46.7,79.87784313,95.30570991,69.1,12.6,22.4,48.2
 David Buchanan,571527,2024,35,14,12,2,1,1,0,0,1,2,7.1,14.3,0.167,0.25,0.286,0.536,0.206,0.304,0.251,0.287,0.32,0.098,0.194,0.24,-0.039,-0.054,-0.036,71.5,87.3,23.3,27.3,0,27.3,27.3,76.54459333,93.64351727,61.3,15.8,18.2,37.9
 Dylan Floro,571670,2024,33,279,258,65,50,10,0,5,48,17,17.2,6.1,0.252,0.349,0.299,0.648,0.261,0.388,0.285,0.307,0.309,0.128,0.315,0.344,-0.009,-0.039,-0.022,71.5,90.2,10.9,34.3,4.2,6.1,39,80.70277462,94.1449388,60,11,18.4,42.1
 Luis Medina,665622,2024,25,180,156,43,29,10,0,4,32,20,17.8,11.1,0.276,0.417,0.356,0.773,0.257,0.406,0.336,0.331,0.342,0.149,0.365,0.358,0.019,0.011,0.005,71.8,89.5,16.3,31.5,8.7,4.7,44.9,77.67519797,94.83362268,71.1,10.5,19.2,48.5
 JP Sears,676664,2024,28,758,685,172,102,39,3,28,137,49,18.1,6.5,0.251,0.439,0.311,0.75,0.242,0.442,0.324,0.324,0.304,0.2,0.362,0.362,0.009,-0.003,0,72.6,89.3,18.1,32.7,10.2,7.9,40.2,78.17333218,94.37978786,68.4,17.3,21.8,48.7
 Bowden Francis,670102,2024,28,408,377,74,42,15,0,17,92,22,22.5,5.4,0.196,0.371,0.253,0.624,0.219,0.379,0.272,0.286,0.274,0.161,0.317,0.337,-0.023,-0.008,-0.014,71.7,89.1,18.9,35.5,8.7,6.3,36.2,79.06404762,93.80600381,72.4,16.5,21.2,51.7
 Tyler Gilbert,656457,2024,30,38,35,10,8,1,0,1,4,2,10.5,5.3,0.286,0.4,0.342,0.742,0.327,0.454,0.328,0.365,0.38,0.126,0.334,0.38,-0.041,-0.054,-0.037,71.5,92,14.9,51.6,3.2,9.7,48.4,83.73431188,94.71923871,83.8,11.3,14.5,57.2
 Dennis Santana,642701,2024,28,287,259,57,33,18,2,4,69,21,24,7.3,0.22,0.351,0.287,0.638,0.222,0.333,0.281,0.277,0.289,0.111,0.328,0.323,-0.002,0.018,0.004,70.7,86.3,14.3,37.3,4.7,6.7,32.6,75.29908792,92.74869702,66,17.7,28.2,50.7
 Erasmo Ramirez,541640,2024,34,85,73,12,6,1,0,5,15,10,17.6,11.8,0.164,0.384,0.271,0.655,0.204,0.446,0.282,0.326,0.308,0.242,0.285,0.346,-0.04,-0.062,-0.044,72.3,88,17.9,32.2,15.3,1.7,32.2,78.47391467,92.81808153,67.9,20.9,23.4,46.7
 Carlos Estévez,608032,2024,31,212,198,38,26,5,2,5,50,12,23.6,5.7,0.192,0.313,0.241,0.554,0.22,0.391,0.235,0.278,0.268,0.171,0.286,0.347,-0.028,-0.078,-0.043,71.2,90.3,19.5,38.9,10.1,5.4,42.3,81.0762316,94.47665087,72.3,22.3,25.6,52.3
 Matt Andriese,542882,2024,34,26,25,7,3,1,1,2,7,1,26.9,3.8,0.28,0.64,0.308,0.948,0.253,0.543,0.384,0.335,0.282,0.291,0.533,0.465,0.027,0.097,0.049,71.9,90.5,9.9,38.9,11.1,16.7,44.4,77.94756556,96.31345056,71.4,8.6,16,56.8
 Brandon Eisert,685126,2024,26,26,22,5,4,1,0,0,2,4,7.7,15.4,0.227,0.273,0.346,0.619,0.25,0.382,0.29,0.336,0.365,0.133,0.239,0.299,-0.023,-0.109,-0.046,72.6,86.4,10.6,30,5,5,30,75.637456,92.6116845,68.6,11.4,18,45.5
 Aaron Brooks,605156,2024,34,119,107,33,22,7,0,4,12,8,10.1,6.7,0.308,0.486,0.353,0.839,0.305,0.528,0.358,0.387,0.358,0.224,0.371,0.406,0.003,-0.042,-0.029,72,91.5,11.1,31.6,10.2,8.2,48,81.70938367,95.23330196,71.9,9.2,19.9,49.9
 Porter Hodge,687863,2024,23,164,144,19,12,4,1,2,52,19,31.7,11.6,0.132,0.215,0.238,0.453,0.175,0.273,0.214,0.253,0.275,0.098,0.231,0.302,-0.043,-0.058,-0.039,71.2,88.6,13.4,28.3,3.3,8.7,35.9,77.68512565,93.99498424,65.8,20,32.8,45.2
 Michael Wacha,608379,2024,32,685,625,154,104,29,4,17,145,45,21.2,6.6,0.246,0.387,0.3,0.687,0.252,0.405,0.3,0.311,0.306,0.154,0.35,0.365,-0.006,-0.018,-0.011,70.9,86.9,15.7,32.7,8.2,4.1,32.5,75.61426158,93.10900565,68.5,17.3,23.3,48.5
 Ryan Zeferjahn,666171,2024,26,64,55,7,6,1,0,0,18,6,28.1,9.4,0.127,0.145,0.234,0.379,0.143,0.173,0.181,0.2,0.249,0.031,0.172,0.203,-0.016,-0.028,-0.019,70.5,87,17.4,26.3,0,2.6,26.3,78.17004105,91.92234395,70.4,23.7,31.4,50.5
 Marcus Stroman,573186,2024,33,675,603,167,116,28,4,19,113,60,16.7,8.9,0.277,0.431,0.349,0.78,0.271,0.43,0.341,0.34,0.344,0.159,0.371,0.37,0.006,0.001,0.001,72.1,89.3,9.9,35.5,6.7,6.5,40.2,78.43750366,94.34448781,66.4,11.2,20.4,43.9
 Jack Neely,680891,2024,24,28,26,8,6,0,0,2,7,2,25,7.1,0.308,0.538,0.357,0.895,0.286,0.504,0.385,0.363,0.337,0.218,0.494,0.463,0.022,0.034,0.022,70.7,91.1,14.6,31.6,10.5,5.3,47.4,83.234475,94.64640474,80.4,29.7,42.3,53.1
 Ryan Burr,621114,2024,30,140,127,29,15,10,0,4,47,12,33.6,8.6,0.228,0.402,0.3,0.702,0.222,0.369,0.307,0.293,0.294,0.148,0.425,0.401,0.006,0.033,0.014,71.2,91.3,16.3,43.8,8.8,12.5,47.5,81.23229575,95.358148,71.1,14.3,31.9,50.5
 Parker Mushinski,656786,2024,28,50,43,11,7,3,0,1,3,5,6,10,0.256,0.395,0.34,0.735,0.327,0.423,0.323,0.37,0.406,0.096,0.292,0.35,-0.071,-0.028,-0.047,72.5,87.4,17.1,34.1,0,12.2,31.7,78.195469,92.3415115,64.4,13.4,16.3,44.3
 Amir Garrett,607237,2024,32,24,19,4,2,1,0,1,11,5,45.8,20.8,0.211,0.421,0.375,0.796,0.144,0.304,0.355,0.294,0.322,0.16,0.633,0.451,0.067,0.117,0.061,72.8,92.4,31.8,25,12.5,0,37.5,82.306755,95.31328625,57.1,28.6,39.5,36.5
 Walker Buehler,621111,2024,29,344,308,89,56,15,2,16,64,28,18.6,8.1,0.289,0.506,0.356,0.862,0.262,0.428,0.37,0.334,0.334,0.166,0.423,0.374,0.027,0.078,0.036,70.9,88.3,10.8,36.2,6.9,5.7,37.8,77.41833298,93.88323116,65.6,12.3,19.4,45.4
 Kyle Leahy,681517,2024,27,191,178,40,25,11,0,4,33,10,17.3,5.2,0.225,0.354,0.267,0.621,0.259,0.44,0.27,0.322,0.302,0.181,0.3,0.366,-0.034,-0.086,-0.052,71.6,89.9,14.8,33.3,6.1,10.9,43.5,79.33400411,94.53220062,72.5,14.6,22.3,52.2
 Adam Ottavino,493603,2024,38,245,213,49,34,8,1,6,70,23,28.6,9.4,0.23,0.362,0.324,0.686,0.198,0.318,0.305,0.278,0.296,0.12,0.374,0.328,0.032,0.044,0.027,70.8,87.1,13.6,34,7.6,5.6,34.7,75.41189764,93.51055636,59.1,19.5,25.7,43.5
 Matt Bowman,621199,2024,33,132,117,26,14,7,0,5,24,13,18.2,9.8,0.222,0.41,0.311,0.721,0.249,0.439,0.314,0.336,0.335,0.189,0.337,0.369,-0.027,-0.029,-0.022,71.9,89.3,8.4,36.6,11.8,9.7,40.9,78.2172466,94.4133929,66.5,12.6,18.6,43.3
 Luis Ortiz,682847,2024,25,556,500,109,68,21,4,16,107,42,19.2,7.6,0.218,0.372,0.288,0.66,0.24,0.424,0.287,0.32,0.31,0.185,0.315,0.361,-0.022,-0.052,-0.033,71.7,89,13.9,34.9,8.8,6.5,37.7,78.24077553,94.10121864,69.9,14.5,21,48.1
 Jameson Taillon,592791,2024,32,675,633,154,107,24,2,21,125,33,18.5,4.9,0.243,0.387,0.28,0.667,0.256,0.419,0.289,0.311,0.294,0.163,0.333,0.362,-0.013,-0.032,-0.022,71.9,89.7,15.9,32.2,7.2,5.6,38.8,79.65000339,94.06790996,65.6,12.1,19.5,48.2
 Johnny Cueto,456501,2024,38,50,47,14,5,4,1,4,6,3,12,6,0.298,0.681,0.34,1.021,0.36,0.75,0.42,0.48,0.398,0.39,0.469,0.539,-0.062,-0.069,-0.06,71.3,93.9,13,36.6,17.1,2.4,56.1,84.43232095,96.88168463,71.3,4.8,14.1,46.7
 Gus Varland,681402,2024,27,115,106,30,22,5,1,2,27,8,23.5,7,0.283,0.406,0.339,0.745,0.246,0.364,0.324,0.294,0.306,0.118,0.397,0.354,0.037,0.042,0.03,71.4,89.5,13.4,38,5.1,6.3,39.2,79.55487641,93.92333935,65.5,18,24.5,47.5
 Brandon Bielak,656232,2024,28,140,125,39,24,9,1,5,14,13,10,9.3,0.312,0.52,0.386,0.906,0.296,0.517,0.391,0.385,0.371,0.221,0.399,0.392,0.016,0.003,0.006,72.3,89.2,15.4,36,9.9,4.5,38.7,79.09687071,94.02138324,72,12,17.2,45.7
 Zach Logue,656657,2024,28,12,12,6,4,1,0,1,4,0,33.3,0,0.5,0.833,0.5,1.333,0.259,0.34,0.569,0.259,0.259,0.081,0.854,0.389,0.241,0.493,0.31,69.5,93.4,15,37.5,0,12.5,62.5,86.6445825,95.94527375,66.7,25,34.6,60.5
 Joel Kuhnel,669270,2024,29,39,38,8,5,2,0,1,5,0,12.8,0,0.211,0.342,0.231,0.573,0.263,0.403,0.248,0.299,0.282,0.14,0.272,0.332,-0.052,-0.061,-0.051,71,88.5,12.1,30.3,6.1,12.1,39.4,77.31210471,94.17427424,73.8,17.7,22.2,51.3
 Burch Smith,572143,2024,34,241,222,64,45,13,0,6,46,12,19.1,5,0.288,0.428,0.328,0.756,0.268,0.436,0.328,0.325,0.312,0.168,0.384,0.38,0.02,-0.008,0.003,71,90.7,12.9,34.8,9.4,5,44.8,80.71432596,94.88953612,72.5,16.1,20.7,51.3
 Zach Eflin,621107,2024,30,684,653,166,114,28,2,22,134,24,19.6,3.5,0.254,0.404,0.283,0.687,0.249,0.405,0.297,0.297,0.279,0.157,0.352,0.353,0.005,-0.001,0,71.5,88.1,13.3,30,7.5,5.4,36.1,76.38875143,94.04059667,65.6,14.4,21.6,50
 Caden Dana,702674,2024,20,52,43,14,6,3,0,5,8,7,15.4,13.5,0.326,0.744,0.423,1.167,0.258,0.582,0.478,0.4,0.369,0.324,0.536,0.423,0.068,0.162,0.078,72.5,91.2,12.1,19.4,13.9,0,41.7,81.61330278,94.63481083,72.3,19.1,26.9,45.1
 Jacob deGrom,594798,2024,36,44,42,11,7,3,0,1,14,1,31.8,2.3,0.262,0.405,0.295,0.7,0.2,0.325,0.304,0.247,0.236,0.125,0.428,0.338,0.062,0.08,0.057,72.2,92.1,24.8,25,10.7,7.1,53.6,81.60460786,96.48709444,64.5,28.3,32.1,48.8
 Emmanuel Clase,661403,2024,26,270,253,39,31,6,0,2,66,10,24.4,3.7,0.154,0.202,0.19,0.392,0.214,0.303,0.175,0.244,0.249,0.089,0.205,0.303,-0.06,-0.101,-0.069,70.9,86.5,3,31.8,3.6,4.2,29.7,75.48694621,92.77148837,72.4,20.1,27.1,56.3
 Dan Altavilla,656186,2024,31,21,16,5,3,1,0,1,5,3,23.8,14.3,0.313,0.563,0.45,1.013,0.226,0.456,0.437,0.369,0.381,0.23,0.541,0.417,0.087,0.107,0.068,73.2,91.3,7.5,27.3,9.1,9.1,36.4,82.50136,94.75926455,66.7,21.4,30.6,43.4
 Daulton Jefferies,641726,2024,28,73,68,24,10,9,1,4,12,4,16.4,5.5,0.353,0.691,0.397,1.088,0.249,0.444,0.457,0.321,0.3,0.196,0.534,0.357,0.104,0.247,0.136,70.3,87.7,12,39.3,8.9,10.7,35.7,75.95985,93.7465825,70.4,14,20.1,49.5
 Jake Woodford,663765,2024,27,167,153,48,28,13,1,6,26,9,15.6,5.4,0.314,0.529,0.359,0.888,0.299,0.483,0.379,0.361,0.349,0.185,0.425,0.402,0.015,0.046,0.018,71.3,88.9,14.5,38.8,7.8,8.5,39.5,77.91496781,94.15123766,65.7,8.5,14,44
 Wes Parsons,641149,2024,31,38,36,10,7,1,0,2,7,2,18.4,5.3,0.278,0.472,0.316,0.788,0.315,0.557,0.34,0.391,0.351,0.243,0.397,0.465,-0.037,-0.085,-0.051,71.4,87.6,-2,37.9,10.3,6.9,41.4,75.68026333,94.01838035,72.5,22,28.6,52
 Spencer Turnbull,605513,2024,31,222,197,37,22,9,0,6,58,20,26.1,9,0.188,0.325,0.279,0.604,0.229,0.38,0.272,0.311,0.316,0.151,0.309,0.371,-0.041,-0.055,-0.039,71.2,87.8,10.7,33.1,7.2,5.8,42.4,76.42743214,93.73298921,62.9,15.2,25.4,42.6
 Will Warren,701542,2024,25,110,97,33,17,11,0,5,29,10,26.4,9.1,0.34,0.608,0.404,1.012,0.248,0.427,0.428,0.327,0.323,0.178,0.566,0.407,0.092,0.181,0.101,71.5,92.7,14.9,39.1,11.6,5.8,50.7,84.915092,95.20284159,59.4,11.7,25.8,42.4
 Miguel Castro,612434,2024,29,64,59,20,11,5,1,3,8,3,12.5,4.7,0.339,0.61,0.381,0.991,0.325,0.514,0.421,0.38,0.367,0.189,0.465,0.415,0.014,0.096,0.041,71.4,84.6,8.3,38.5,5.8,1.9,25,73.98039885,92.00590294,66,10,18.5,46.6
 Kenta Maeda,628317,2024,36,485,442,124,76,25,1,22,96,31,19.8,6.4,0.281,0.491,0.331,0.822,0.257,0.425,0.351,0.323,0.313,0.168,0.412,0.373,0.024,0.066,0.028,71.3,88.4,17,36.9,8.2,3.7,36.1,78.07213835,93.47068301,66.6,13.3,23.9,47.2
 Blake Walston,686796,2024,23,83,70,16,10,2,0,4,18,10,21.7,12,0.229,0.429,0.349,0.778,0.232,0.416,0.344,0.342,0.352,0.184,0.375,0.373,-0.003,0.013,0.002,72.6,90.1,18.9,28.8,9.6,9.6,36.5,80.33141423,94.18730654,69.4,12.6,22.1,44.9
 David Peterson,656849,2024,28,510,453,110,79,22,1,8,101,46,19.8,9,0.243,0.349,0.32,0.669,0.261,0.397,0.299,0.328,0.338,0.136,0.325,0.367,-0.018,-0.048,-0.029,71.6,89.3,7.2,35.7,7.3,6.5,42.7,78.33120497,94.42661385,68,16.7,25.6,47.8
 Tanner Bibee,676440,2024,25,710,651,150,84,40,4,22,187,44,26.3,6.2,0.23,0.406,0.285,0.691,0.237,0.393,0.299,0.3,0.293,0.156,0.374,0.376,-0.007,0.013,-0.001,71.3,88.4,17.7,37.4,7,9.1,36.9,77.50410868,93.7193291,72.7,22.3,26.9,51
 Mason Black,696131,2024,24,169,149,46,29,10,0,7,31,15,18.3,8.9,0.309,0.517,0.381,0.898,0.283,0.497,0.387,0.373,0.36,0.214,0.441,0.421,0.026,0.02,0.014,71.2,89.8,18.4,37.5,10,5.8,40.8,79.45148317,94.46809966,68.1,11.4,16.4,48
 Ryan Walker,676254,2024,28,308,279,50,37,7,1,5,99,18,32.1,5.8,0.179,0.265,0.251,0.516,0.193,0.297,0.233,0.252,0.264,0.104,0.294,0.326,-0.014,-0.032,-0.019,70.4,86.4,9.8,31.3,6,4.4,30.2,74.14354867,93.37211201,60.7,19.4,28.6,46
 Victor Vodnik,680767,2024,24,320,280,72,55,6,4,7,65,37,20.3,11.6,0.257,0.382,0.345,0.727,0.256,0.423,0.322,0.338,0.345,0.167,0.355,0.38,0.001,-0.041,-0.016,70.6,91.3,4.5,27.6,7.8,6.5,49.3,81.21230439,95.27199173,67,15.4,21.8,44.1
 Jake Diekman,518617,2024,37,145,114,23,10,5,1,7,40,24,27.6,16.6,0.202,0.447,0.354,0.801,0.22,0.39,0.35,0.345,0.372,0.169,0.408,0.398,-0.018,0.057,0.005,70.9,87,10.8,36.4,10.4,6.5,39,74.98550947,93.75694373,61.2,23.5,28.7,42.3
 Zach Penrod,683068,2024,27,20,15,3,2,1,0,0,3,4,15,20,0.2,0.267,0.4,0.667,0.228,0.292,0.325,0.345,0.421,0.064,0.251,0.285,-0.028,-0.025,-0.02,73.1,85.1,18.8,41.7,0,0,25,73.45924667,92.38846833,78.4,17.2,25.6,45.3
 Ben Heller,621294,2024,32,66,54,19,14,3,1,1,15,6,22.7,9.1,0.352,0.5,0.47,0.97,0.266,0.398,0.423,0.357,0.399,0.132,0.506,0.396,0.086,0.102,0.066,70.3,89.2,13.6,41,7.7,5.1,46.2,78.961229,94.34530385,63.5,13.6,29.6,42.4
 Adam Oller,670124,2024,29,189,165,43,28,8,0,7,36,22,19,11.6,0.261,0.436,0.354,0.79,0.234,0.411,0.347,0.329,0.332,0.177,0.38,0.353,0.027,0.025,0.018,71.6,90.4,18.2,28.7,8.5,3.9,38.8,81.18851844,94.20748323,63,12.5,21.5,43.2
 Taijuan Walker,592836,2024,31,381,338,107,63,20,0,24,58,37,15.2,9.7,0.317,0.589,0.386,0.975,0.295,0.553,0.413,0.396,0.37,0.258,0.459,0.435,0.022,0.036,0.017,72.6,91.4,15.4,37.8,13.4,6.7,46.3,81.05681624,95.42706979,64.1,10.3,16.7,44.1
 Zack Littell,641793,2024,28,656,618,164,111,29,2,22,141,31,21.5,4.7,0.265,0.426,0.306,0.732,0.263,0.436,0.317,0.321,0.303,0.173,0.383,0.388,0.002,-0.01,-0.004,72,89.3,18.1,36.2,9.6,6.3,39.2,78.59029555,94.13734457,70.6,14.5,23.1,51.9
 Hunter Greene,668881,2024,24,611,526,96,62,19,3,12,169,57,27.7,9.3,0.183,0.298,0.283,0.581,0.188,0.302,0.265,0.271,0.289,0.114,0.297,0.307,-0.005,-0.004,-0.006,71.5,87.3,20.8,29,5.2,5.7,32.5,76.32124309,93.1671505,72.6,22,29.7,50.6
 Jose Trevino,624431,2024,31,13,11,5,2,3,0,0,0,2,0,15.4,0.455,0.727,0.538,1.265,0.514,0.816,0.531,0.587,0.589,0.302,0.502,0.568,-0.059,-0.089,-0.056,72.7,97.6,8.1,63.6,18.2,0,72.7,91.909515,98.28376455,66.7,8.3,5,46.5
 Noah Davis,663562,2024,27,96,88,31,22,6,0,3,15,7,15.6,7.3,0.352,0.523,0.4,0.923,0.272,0.409,0.399,0.322,0.326,0.138,0.453,0.353,0.08,0.114,0.077,71.8,88.1,15.2,29.7,5.4,4.1,33.8,76.70781487,93.89881041,75.4,12.3,16.5,49.9
 Cionel Pérez,672335,2024,28,238,203,47,33,12,2,0,46,28,19.3,11.8,0.232,0.31,0.338,0.648,0.223,0.307,0.296,0.294,0.33,0.084,0.3,0.296,0.009,0.003,0.002,71,88.3,4.1,29.6,5,6.3,34,76.96344974,93.83223231,68.1,15.5,23.7,45.9
 Tyler Ferguson,621053,2024,30,207,180,32,19,7,2,4,62,24,30,11.6,0.178,0.306,0.282,0.588,0.211,0.36,0.262,0.297,0.311,0.149,0.313,0.373,-0.033,-0.054,-0.035,71.3,88.2,17.3,31.9,8.4,5,38.7,76.59067814,94.01744966,65.5,22.4,26.8,47.9
 Andrew Heaney,571760,2024,33,693,634,159,105,30,1,23,159,41,22.9,5.9,0.251,0.41,0.307,0.717,0.253,0.433,0.312,0.325,0.312,0.18,0.374,0.393,-0.002,-0.023,-0.013,72.1,89.6,18.2,37.4,8.3,7.9,40.1,78.99058224,94.38834762,70.1,17.9,26.3,50.3
 Cam Booser,592155,2024,32,183,164,41,29,6,1,5,43,16,23.5,8.7,0.25,0.39,0.311,0.701,0.228,0.375,0.304,0.294,0.295,0.147,0.362,0.347,0.022,0.015,0.01,70.7,88.6,20.6,38.7,8.1,5.6,36.3,78.02345459,93.84247557,70.6,22,28.9,52.8
 Jose E. Hernandez,669796,2024,26,25,21,5,2,2,0,1,4,4,16,16,0.238,0.476,0.36,0.836,0.296,0.662,0.35,0.438,0.409,0.366,0.372,0.496,-0.058,-0.186,-0.088,71.1,91.3,24.3,47.1,23.5,5.9,47.1,82.18678,95.08286824,64,21.9,34.1,49.4
 Gerrit Cole,543037,2024,33,390,355,78,52,14,1,11,99,29,25.4,7.4,0.22,0.358,0.29,0.648,0.226,0.375,0.286,0.296,0.295,0.15,0.342,0.357,-0.006,-0.017,-0.01,71.5,89.7,17,31.6,7.4,7.4,39.5,79.40283852,94.07444867,68.5,17.8,24.8,48.3
 Andrew Abbott,671096,2024,25,586,529,127,73,28,1,25,114,52,19.5,8.9,0.24,0.439,0.309,0.748,0.234,0.403,0.323,0.31,0.305,0.168,0.365,0.346,0.006,0.036,0.013,71.7,88.2,21.3,36.6,9.3,5.5,33.5,78.18333039,93.1776091,68.5,15.8,22.6,47.6
 Bryan Sammons,676614,2024,29,104,94,16,8,2,0,6,18,9,17.3,8.7,0.17,0.383,0.25,0.633,0.214,0.464,0.277,0.325,0.29,0.25,0.288,0.354,-0.044,-0.081,-0.048,71.3,87.4,27,36.8,9.2,7.9,31.6,77.30488079,92.84455653,67.6,12.8,23.3,50.5
 Zebby Matthews,805673,2024,24,177,164,51,31,9,0,11,43,11,24.3,6.2,0.311,0.567,0.362,0.929,0.278,0.532,0.397,0.37,0.331,0.255,0.506,0.467,0.033,0.035,0.027,71.5,90.5,14.1,38,14,5.8,42.1,80.99572869,94.31489653,71.8,15.3,24,49.9
 Nathan Eovaldi,543135,2024,34,696,642,147,94,28,2,23,166,42,23.9,6,0.229,0.386,0.282,0.668,0.246,0.391,0.291,0.306,0.3,0.145,0.35,0.372,-0.017,-0.005,-0.015,71.5,89.3,8.8,33.5,7.7,5.2,42.6,77.90644202,94.48576872,70.3,19.4,26.8,52.2
 River Ryan,689981,2024,25,81,72,15,12,2,0,1,18,9,22.2,11.1,0.208,0.278,0.296,0.574,0.236,0.371,0.263,0.309,0.321,0.136,0.28,0.348,-0.028,-0.093,-0.046,72.1,84.3,9.8,35.2,7.4,1.9,27.8,72.03723667,92.27106907,70.8,9.8,23.9,46.8
 Sean Reid-Foley,656887,2024,28,90,75,13,11,2,0,0,25,14,27.8,15.6,0.173,0.2,0.3,0.5,0.197,0.237,0.243,0.266,0.321,0.04,0.239,0.28,-0.024,-0.037,-0.023,70.5,88.9,6.9,19.6,0,2,39.2,77.10022692,94.77646686,69.2,23.4,29.4,44.2
 Carlos Carrasco,471911,2024,37,447,406,112,62,26,5,19,89,33,19.9,7.4,0.276,0.505,0.336,0.841,0.26,0.435,0.36,0.333,0.324,0.176,0.421,0.383,0.016,0.07,0.027,72.1,89.3,10.8,35.3,8.1,7.5,38.8,78.88742044,94.03683051,69.2,11.4,22.7,48.7
 Brandon Pfaadt,694297,2024,25,760,707,183,122,31,6,24,185,42,24.3,5.5,0.259,0.421,0.302,0.723,0.246,0.397,0.312,0.301,0.292,0.151,0.389,0.374,0.013,0.024,0.011,72.1,89.4,14.1,33,8.1,4.7,39.4,78.68491487,94.22494248,67,17.1,25.4,49.3
 Joey Cantillo,676282,2024,24,163,147,35,18,11,0,6,44,15,27,9.2,0.238,0.435,0.307,0.742,0.224,0.393,0.321,0.303,0.295,0.169,0.404,0.375,0.014,0.042,0.018,71.2,89.1,11,30.8,7.7,6.7,40.4,78.60245154,93.98513835,64,22.3,31.1,43.5
 Kyle Freeland,607536,2024,31,490,460,134,84,23,5,22,85,26,17.3,5.3,0.291,0.507,0.329,0.836,0.279,0.481,0.357,0.344,0.318,0.203,0.414,0.398,0.012,0.026,0.013,72.4,90.3,15.2,34.7,10.6,7.1,40.7,79.59041888,94.84659904,70.6,9.8,17.1,50
 J.P. Feyereisen,656420,2024,31,48,42,11,5,3,0,3,9,5,18.8,10.4,0.262,0.548,0.354,0.902,0.287,0.59,0.385,0.411,0.376,0.303,0.434,0.472,-0.025,-0.042,-0.026,72,92.6,19.9,36.4,18.2,9.1,42.4,82.47311824,95.88781424,71.4,15,21.3,49.7
 Naoyuki Uwasawa,683822,2024,30,16,14,2,1,1,0,0,3,2,18.8,12.5,0.143,0.214,0.25,0.464,0.218,0.241,0.22,0.264,0.316,0.023,0.194,0.258,-0.075,-0.027,-0.044,73.3,80.7,24.9,18.2,0,0,36.4,65.97759333,92.85126636,60,6.7,18.5,43.5
 Matt Festa,670036,2024,31,100,90,21,12,6,1,2,24,8,24,8,0.233,0.389,0.3,0.689,0.258,0.378,0.296,0.307,0.323,0.12,0.355,0.371,-0.025,0.011,-0.011,71.2,86.3,26.5,29.9,6,3,34.3,74.30452515,93.18938652,75.7,23.9,26.2,55.6
