Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
265,Ryan Zeferjahn,27,LAA,AL,0.6,6,5,0.545,4.77,59,1,7,0,0,2,54.2,46,30,29,12,33,3,72,3,0,3,244,90,5.34,1.445,7.6,2,5.4,11.9,2.18,
266,David Bednar,30,2TM,2LG,1.8,5,5,0.5,2.47,56,0,44,0,0,22,54.2,44,17,15,3,16,2,76,1,0,4,222,173,2.01,1.098,7.2,0.5,2.6,12.5,4.75,
267,Aaron Bummer*,31,ATL,NL,0.1,3,2,0.6,3.81,42,2,5,0,0,0,54.1,51,27,23,3,17,4,51,11,0,1,235,111,3.53,1.252,8.4,0.5,2.8,8.4,3,
268,Calvin Faucher,29,MIA,NL,0.6,4,4,0.5,3.48,57,0,25,0,0,13,54.1,48,26,21,7,22,0,52,3,0,1,230,128,4.28,1.288,8,1.2,3.6,8.6,2.36,
269,Tommy Kahnle,35,DET,AL,-0.4,1,4,0.2,4.8,57,0,15,0,0,9,54.1,46,30,29,8,26,0,45,1,0,3,231,88,4.89,1.325,7.6,1.3,4.3,7.5,1.73,
270,Garrett Cleavinger*,31,TBR,AL,2,1,5,0.167,2,59,0,8,0,0,2,54,34,13,12,6,18,0,74,7,0,1,215,209,3.23,0.963,5.7,1,3,12.3,4.11,
271,Edwin Díaz,31,NYM,NL,2.2,6,2,0.75,1.83,52,0,41,0,0,26,54,32,13,11,4,20,0,83,7,0,6,216,222,2.53,0.963,5.3,0.7,3.3,13.8,4.15,AS
272,Hogan Harris*,28,ATH,AL,0.8,1,1,0.5,3.5,40,0,15,0,0,2,54,49,24,21,4,31,3,57,1,0,1,242,121,3.77,1.481,8.2,0.7,5.2,9.5,1.84,
273,Kenley Jansen,37,LAA,AL,2.1,5,4,0.556,2.83,57,0,43,0,0,26,54,37,18,17,8,18,2,50,1,3,0,218,152,4.27,1.019,6.2,1.3,3,8.3,2.78,
274,Devin Williams,30,NYY,AL,-0.8,3,6,0.333,5.5,59,0,29,0,0,18,54,41,37,33,5,24,1,79,4,0,4,230,74,2.97,1.204,6.8,0.8,4,13.2,3.29,
275,Brandon Walter*,28,HOU,AL,1.3,1,3,0.25,3.35,9,9,0,0,0,0,53.2,46,20,20,10,4,0,52,3,0,0,212,125,4.02,0.932,7.7,1.7,0.7,8.7,13,
276,Pete Fairbanks,31,TBR,AL,0.7,4,5,0.444,3.21,54,0,42,0,0,24,53.1,45,22,19,7,16,0,55,0,0,1,220,130,3.68,1.144,7.6,1.2,2.7,9.3,3.44,
277,David Festa,25,MIN,AL,0.4,3,4,0.429,5.4,11,10,0,0,0,0,53.1,49,35,32,10,19,0,53,4,0,1,229,80,4.88,1.275,8.3,1.7,3.2,8.9,2.79,
278,Reed Garrett,32,NYM,NL,0.6,3,5,0.375,3.54,55,1,8,0,0,3,53.1,41,24,21,5,24,2,63,0,0,3,223,115,3.35,1.219,6.9,0.8,4.1,10.6,2.63,
279,Andrés Muñoz,26,SEA,AL,2,3,2,0.6,1.69,55,0,39,0,0,32,53.1,32,16,10,2,24,3,68,2,0,6,218,223,2.54,1.05,5.4,0.3,4.1,11.5,2.83,AS
280,JoJo Romero*,28,STL,NL,1.5,4,5,0.444,2.03,58,0,14,0,0,7,53.1,43,18,12,2,25,5,49,2,0,2,224,207,3.31,1.275,7.3,0.3,4.2,8.3,1.96,
281,Gabe Speier*,30,SEA,AL,1,3,3,0.5,2.87,66,0,4,0,0,0,53.1,39,18,17,4,11,1,71,4,0,1,213,131,2.3,0.938,6.6,0.7,1.9,12,6.45,
282,Kyle Finnegan,33,2TM,2LG,1.3,4,4,0.5,3.21,52,0,38,0,0,24,53.1,39,21,19,3,17,2,51,1,0,6,212,132,2.97,1.05,6.6,0.5,2.9,8.6,3,
283,Phil Maton,32,2TM,2LG,1,3,5,0.375,3.04,54,0,16,0,0,3,53.1,38,20,18,3,22,2,71,7,0,1,220,135,2.84,1.125,6.4,0.5,3.7,12,3.23,
284,Rafael Montero,34,3TM,2LG,-0.1,1,1,0.5,4.56,51,0,20,0,0,0,53.1,35,28,27,4,33,2,51,0,0,0,222,94,4.06,1.275,5.9,0.7,5.6,8.6,1.55,
285,Jalen Beeks*,31,ARI,NL,0.9,5,1,0.833,3.74,55,1,9,0,0,1,53,40,24,22,5,20,2,43,2,0,1,216,118,3.99,1.132,6.8,0.8,3.4,7.3,2.15,
286,Huascar Brazobán,35,NYM,NL,0.2,5,2,0.714,3.91,46,3,6,0,0,2,53,44,26,23,5,26,1,51,4,0,2,223,104,4.14,1.321,7.5,0.8,4.4,8.7,1.96,
287,Josh Hader*,31,HOU,AL,2.3,6,2,0.75,2.05,48,0,41,0,0,28,52.2,29,16,12,8,16,1,76,2,0,2,206,204,3.25,0.854,5,1.4,2.7,13,4.75,AS
288,Orion Kerkering,24,PHI,NL,0.9,7,4,0.636,3.08,61,0,10,0,0,4,52.2,47,23,18,4,24,3,54,4,0,5,234,145,3.67,1.348,8,0.7,4.1,9.2,2.25,
289,Nick Mears,28,MIL,NL,0.5,5,3,0.625,3.42,59,0,4,0,0,1,52.2,38,23,20,6,10,0,43,1,0,2,202,123,3.62,0.911,6.5,1,1.7,7.3,4.3,
290,Juan Mejia,24,COL,NL,0.8,2,1,0.667,3.93,46,0,15,0,0,1,52.2,45,28,23,6,18,0,58,3,0,2,218,125,3.62,1.196,7.7,1,3.1,9.9,3.22,
291,Emmet Sheehan,25,LAD,NL,0.2,5,3,0.625,3.59,11,9,0,0,0,0,52.2,43,26,21,7,18,0,60,0,0,1,217,117,3.62,1.158,7.3,1.2,3.1,10.3,3.33,
292,Alex Vesia*,29,LAD,NL,1.2,3,2,0.6,2.75,59,0,10,0,0,4,52.1,34,17,16,8,18,3,69,5,0,3,209,153,3.81,0.994,5.8,1.4,3.1,11.9,3.83,
293,Angel Chivilli,22,COL,NL,-0.4,1,4,0.2,6.58,37,0,2,0,0,0,52,64,41,38,9,21,1,39,5,0,4,241,75,5.39,1.635,11.1,1.6,3.6,6.8,1.86,
294,Pierce Johnson,34,ATL,NL,1.4,3,3,0.5,2.42,56,0,11,0,0,1,52,38,15,14,6,18,2,52,1,0,2,203,175,3.74,1.077,6.6,1,3.1,9,2.89,
295,Brennan Bernardino*,33,BOS,AL,0.4,4,3,0.571,3.14,55,3,12,0,0,1,51.2,39,23,18,1,26,5,43,3,0,3,224,133,3.41,1.258,6.8,0.2,4.5,7.5,1.65,
296,Yennier Cano,31,BAL,AL,-0.1,3,6,0.333,4.88,58,0,9,0,0,2,51.2,50,30,28,6,22,1,49,3,1,1,221,83,4.21,1.394,8.7,1,3.8,8.5,2.23,
297,Yu Darvish,38,SDP,NL,0,3,5,0.375,5.75,11,11,0,0,0,0,51.2,44,34,33,9,17,0,48,5,0,3,214,75,4.82,1.181,7.7,1.6,3,8.4,2.82,
298,Mason Miller,26,2TM,2LG,1.4,1,2,0.333,3.14,51,0,36,0,0,21,51.2,28,19,18,5,24,2,83,1,1,3,200,137,2.64,1.006,4.9,0.9,4.2,14.5,3.46,
299,Daniel Palencia,25,CHC,NL,0.4,1,6,0.143,3,52,0,38,0,0,22,51,44,19,17,5,16,1,59,2,0,2,210,127,3.16,1.176,7.8,0.9,2.8,10.4,3.69,
300,Joe Ross,32,PHI,NL,0.1,2,1,0.667,5.12,37,1,9,0,0,0,51,57,30,29,8,18,1,39,3,0,0,228,87,4.89,1.471,10.1,1.4,3.2,6.9,2.17,
301,Caleb Thielbar*,38,CHC,NL,1.3,3,3,0.5,2.12,59,0,4,0,0,1,51,30,12,12,3,12,1,50,0,0,0,190,180,2.65,0.824,5.3,0.5,2.1,8.8,4.17,
302,Gregory Soto*,30,2TM,2LG,0.4,1,5,0.167,3.35,61,0,12,0,0,1,51,46,24,19,2,22,1,59,8,0,9,230,122,3.1,1.333,8.1,0.4,3.9,10.4,2.68,
303,Cole Henry,25,WSN,NL,0.7,1,1,0.5,3.73,54,0,13,0,0,2,50.2,41,22,21,7,28,1,50,10,1,1,229,113,5.21,1.362,7.3,1.2,5,8.9,1.79,
304,Randy Rodríguez,25,SFG,NL,1.8,3,5,0.375,1.78,50,0,15,0,0,4,50.2,34,12,10,4,11,0,67,4,0,2,198,222,2.41,0.888,6,0.7,2,11.9,6.09,AS
305,Bennett Sousa*,30,HOU,AL,1.3,5,1,0.833,2.84,44,0,13,0,0,4,50.2,37,18,16,4,15,0,59,0,0,4,199,147,2.73,1.026,6.6,0.7,2.7,10.5,3.93,
306,Lance McCullers Jr.,31,HOU,AL,-1,2,5,0.286,6.97,14,12,1,0,0,0,50.1,57,42,39,9,37,0,57,7,0,1,251,60,5.82,1.868,10.2,1.6,6.6,10.2,1.54,
307,Matt Svanson,26,STL,NL,1.4,3,0,1,1.97,32,0,10,0,0,0,50.1,25,12,11,3,17,0,54,3,0,0,192,214,2.96,0.834,4.5,0.5,3,9.7,3.18,
308,Luis García,38,3TM,2LG,0.8,2,1,0.667,3.22,53,0,14,0,0,1,50.1,50,20,18,2,23,5,44,0,0,9,212,133,3.28,1.45,8.9,0.4,4.1,7.9,1.91,
309,Anthony Bender,30,MIA,NL,1.9,3,5,0.375,2.16,51,0,12,0,0,4,50,32,13,12,3,21,2,42,2,0,1,204,206,3.62,1.06,5.8,0.5,3.8,7.6,2,
310,Cam Schlittler,24,NYY,AL,1.1,2,3,0.4,3.24,10,10,0,0,0,0,50,45,18,18,6,22,0,56,3,0,1,212,125,3.96,1.34,8.1,1.1,4,10.1,2.55,
311,Tanner Scott*,30,LAD,NL,-0.3,1,3,0.25,4.56,52,0,26,0,0,20,49.1,48,28,25,10,12,0,52,2,0,2,201,92,4.52,1.216,8.8,1.8,2.2,9.5,4.33,
312,Steven Wilson,30,CHW,AL,1.2,2,1,0.667,3.1,52,0,21,0,0,2,49.1,44,17,17,5,20,2,45,3,0,1,215,135,4.03,1.297,8,0.9,3.6,8.2,2.25,
313,Tyler Ferguson,31,ATH,AL,-0.2,3,2,0.6,5.33,48,0,10,0,0,2,49,39,31,29,4,32,2,42,4,0,1,213,79,4.69,1.449,7.2,0.7,5.9,7.7,1.31,
314,Jackson Jobe,22,DET,AL,0.4,4,1,0.8,4.22,10,10,0,0,0,0,49,46,24,23,7,27,0,39,2,0,1,218,100,5.18,1.49,8.4,1.3,5,7.2,1.44,
315,Cole Ragans*,27,KCR,AL,-0.2,2,3,0.4,5.18,10,10,0,0,0,0,48.2,47,29,28,5,16,0,76,2,0,3,209,79,2.46,1.295,8.7,0.9,3,14.1,4.75,
316,Ronel Blanco,31,HOU,AL,0.7,3,4,0.429,4.1,9,9,0,0,0,0,48.1,37,22,22,7,20,0,48,0,0,0,199,102,4.28,1.179,6.9,1.3,3.7,8.9,2.4,
317,Ryne Stanek,33,NYM,NL,-1.1,3,6,0.333,5.44,57,0,15,0,0,3,48,50,35,29,5,29,0,49,0,0,5,222,75,4.27,1.646,9.4,0.9,5.4,9.2,1.69,
318,Taylor Clarke,32,KCR,AL,1,1,1,0.5,3.02,43,0,14,0,0,1,47.2,28,16,16,6,5,0,39,1,0,3,171,136,3.52,0.692,5.3,1.1,0.9,7.4,7.8,
319,Emmanuel Clase,27,CLE,AL,0.7,5,3,0.625,3.23,48,0,41,0,0,24,47.1,46,20,17,2,12,2,47,4,0,4,201,131,2.72,1.225,8.7,0.4,2.3,8.9,3.92,
320,Mason Fluharty*,23,TOR,AL,-0.1,4,2,0.667,4.94,51,0,7,0,0,1,47.1,36,28,26,6,24,4,48,1,0,1,198,88,4.35,1.268,6.8,1.1,4.6,9.1,2,
321,Bryse Wilson,27,CHW,AL,-0.7,0,2,0,6.65,20,5,8,0,0,0,47.1,67,37,35,11,19,0,28,2,0,0,224,63,6.31,1.817,12.7,2.1,3.6,5.3,1.47,
322,Jorge Alcala,29,3TM,2LG,-0.9,0,2,0,6.08,49,0,18,0,0,0,47.1,54,38,32,11,26,0,52,1,2,6,218,71,5.68,1.69,10.3,2.1,4.9,9.9,2,
323,Bradley Blalock,24,COL,NL,-0.9,1,4,0.2,8.62,11,9,2,0,0,0,47,66,45,45,11,18,0,22,2,0,2,217,57,6.52,1.787,12.6,2.1,3.4,4.2,1.22,
324,Ryan Helsley,30,2TM,NL,-0.3,3,4,0.429,4.98,50,0,32,0,0,21,47,55,30,26,7,22,3,54,1,0,5,219,84,4.25,1.638,10.5,1.3,4.2,10.3,2.45,
325,Casey Legumina,28,SEA,AL,-1,4,6,0.4,5.79,45,1,14,0,0,0,46.2,45,35,30,7,23,2,51,2,0,1,206,65,4.51,1.457,8.7,1.4,4.4,9.8,2.22,
326,Cade Gibson*,27,MIA,NL,0.9,3,5,0.375,3.11,35,1,10,0,0,0,46.1,42,18,16,3,15,3,35,5,0,5,197,143,3.77,1.23,8.2,0.6,2.9,6.8,2.33,
327,Trevor Megill,31,MIL,NL,1.5,5,3,0.625,2.54,49,0,44,0,0,30,46,36,16,13,3,17,3,58,0,0,2,189,165,2.58,1.152,7,0.6,3.3,11.3,3.41,AS
328,Kaleb Ort,33,HOU,AL,-0.2,2,2,0.5,4.89,49,0,17,0,0,1,46,35,26,25,8,27,1,49,0,0,2,194,86,5.03,1.348,6.8,1.6,5.3,9.6,1.81,
329,Shelby Miller,34,2TM,NL,1.6,4,3,0.571,2.74,48,0,23,0,0,10,46,33,17,14,5,15,4,54,4,0,1,186,161,3.45,1.043,6.5,1,2.9,10.6,3.6,
330,Matt Festa,32,CLE,AL,-0.2,3,3,0.5,4.34,53,0,5,0,0,0,45.2,36,25,22,3,12,1,45,3,1,1,186,98,3.01,1.051,7.1,0.6,2.4,8.9,3.75,
331,Martín Pérez*,34,CHW,AL,1.2,1,4,0.2,3.15,9,8,0,0,0,0,45.2,31,17,16,4,18,0,39,2,0,0,186,133,3.89,1.073,6.1,0.8,3.5,7.7,2.17,
332,Carlos Carrasco,38,2TM,2LG,-0.9,2,2,0.5,7.09,11,9,2,0,0,0,45.2,61,36,36,10,17,0,34,0,0,1,212,59,5.62,1.708,12,2,3.4,6.7,2,
333,Andrew Kittredge,35,2TM,2LG,0.4,4,3,0.571,3.57,46,0,13,0,0,2,45.1,37,20,18,6,10,1,50,0,0,1,180,113,3.32,1.037,7.3,1.2,2,9.9,5,
334,Richard Fitts,25,BOS,AL,-0.3,2,4,0.333,5,11,10,0,0,0,0,45,43,27,25,11,16,0,40,3,1,1,195,84,5.81,1.311,8.6,2.2,3.2,8,2.5,
335,Sean Manaea*,33,NYM,NL,-0.3,1,2,0.333,5.6,10,9,1,0,0,0,45,47,28,28,8,9,0,59,6,0,2,198,73,3.83,1.244,9.4,1.6,1.8,11.8,6.56,
336,Mason Montgomery*,25,TBR,AL,-0.3,1,2,0.333,4.6,55,0,11,0,0,1,45,42,26,23,6,26,0,61,1,0,0,198,91,3.96,1.511,8.4,1.2,5.2,12.2,2.35,
337,David Morgan,25,SDP,NL,1.1,1,2,0.333,2.8,38,2,15,0,0,0,45,34,14,14,4,19,1,47,2,0,2,182,155,3.61,1.178,6.8,0.8,3.8,9.4,2.47,
338,Mason Englert,25,TBR,AL,0.3,0,1,0,3.83,29,0,9,0,0,0,44.2,43,20,19,4,11,0,44,1,0,2,185,109,3.14,1.209,8.7,0.8,2.2,8.9,4,
339,Ben Lively,33,CLE,AL,0.8,2,2,0.5,3.22,9,9,0,0,0,0,44.2,38,16,16,6,15,0,29,0,0,0,178,131,4.6,1.187,7.7,1.2,3,5.8,1.93,
340,Taylor Rogers*,34,2TM,NL,0.3,2,2,0.5,3.43,52,0,5,0,0,0,44.2,44,23,17,6,20,2,51,3,0,0,198,130,4.15,1.433,8.9,1.2,4,10.3,2.55,
341,AJ Smith-Shawver,22,ATL,NL,0.3,3,2,0.6,3.86,9,9,0,0,0,0,44.1,42,20,19,4,21,0,42,1,0,3,192,110,3.91,1.421,8.5,0.8,4.3,8.5,2,
342,Victor Vodnik,25,COL,NL,1.7,4,3,0.571,3.05,45,0,24,0,0,7,44.1,37,17,15,4,22,2,44,0,0,4,186,162,3.82,1.331,7.5,0.8,4.5,8.9,2,
343,Scott Blewett,29,3TM,2LG,-0.2,3,0,1,5.48,26,2,10,0,0,0,44.1,45,29,27,9,18,0,35,1,0,1,194,77,5.49,1.421,9.1,1.8,3.7,7.1,1.94,
344,Tristan Beck,29,SFG,NL,-0.2,1,0,1,5.11,24,0,7,0,0,1,44,37,25,25,5,13,0,33,2,0,2,182,77,4.14,1.136,7.6,1,2.7,6.8,2.54,
345,Chris Flexen,30,CHC,NL,0.3,5,1,0.833,3.09,21,1,12,0,0,1,43.2,38,18,15,7,12,0,22,0,0,3,178,124,5.04,1.145,7.8,1.4,2.5,4.5,1.83,
346,Chad Green,34,TOR,AL,-0.5,3,2,0.6,5.56,45,0,14,0,0,1,43.2,51,28,27,14,13,2,35,2,0,0,190,78,6.74,1.466,10.5,2.9,2.7,7.2,2.69,
347,Tanner Houck,29,BOS,AL,-1.4,0,3,0,8.04,9,9,0,0,0,0,43.2,57,41,39,10,17,0,32,5,0,2,203,52,6.16,1.695,11.7,2.1,3.5,6.6,1.88,
348,Mark Leiter Jr.,34,NYY,AL,-0.3,5,7,0.417,4.33,53,0,10,0,0,2,43.2,50,26,21,5,14,0,51,3,0,6,194,94,3.46,1.466,10.3,1,2.9,10.5,3.64,
349,Chase Shugart,28,PIT,NL,0.6,4,3,0.571,3.5,34,0,11,0,0,0,43.2,33,18,17,6,17,2,29,1,0,3,177,124,4.84,1.145,6.8,1.2,3.5,6,1.71,
350,Caleb Boushley,31,TEX,AL,-1,0,0,,6.02,25,1,13,0,0,1,43.1,54,33,29,5,14,1,41,2,0,1,193,62,3.86,1.569,11.2,1,2.9,8.5,2.93,
351,Carlos Hernández,28,3TM,2LG,-0.3,1,0,1,6.23,41,0,20,0,0,0,43.1,50,32,30,4,22,1,39,2,0,6,203,71,4.2,1.662,10.4,0.8,4.6,8.1,1.77,
352,Justin Wilson*,37,BOS,AL,0.7,3,1,0.75,2.51,54,0,3,0,0,0,43,41,16,12,2,16,2,50,2,0,3,179,167,2.68,1.326,8.6,0.4,3.3,10.5,3.13,
353,Tyler Gilbert*,31,CHW,AL,0.2,4,1,0.8,4.43,38,3,5,0,0,0,42.2,36,23,21,5,21,2,38,1,0,1,184,95,4.43,1.336,7.6,1.1,4.4,8,1.81,
354,Jordan Romano,32,PHI,NL,-1.6,2,4,0.333,8.23,49,0,14,0,0,8,42.2,45,40,39,10,17,1,47,3,1,0,187,54,5.39,1.453,9.5,2.1,3.6,9.9,2.76,
355,Luke Jackson,33,3TM,AL,-0.6,2,5,0.286,4.22,45,0,26,0,0,9,42.2,35,25,20,4,25,4,32,2,0,0,185,92,4.76,1.406,7.4,0.8,5.3,6.8,1.28,
356,Steven Cruz,26,KCR,AL,0.4,3,1,0.75,3.61,43,0,9,0,0,0,42.1,32,18,17,4,18,1,35,1,0,1,175,114,4.06,1.181,6.8,0.9,3.8,7.4,1.94,
357,Drew Pomeranz*,36,CHC,NL,0.6,2,1,0.667,2.34,49,4,11,0,0,1,42.1,33,13,11,4,13,1,46,5,0,1,174,164,3.47,1.087,7,0.9,2.8,9.8,3.54,
358,Blake Snell*,32,LAD,NL,0.3,3,4,0.429,3.19,8,8,0,0,0,0,42.1,42,20,15,3,21,1,44,0,0,7,184,132,3.47,1.488,8.9,0.6,4.5,9.4,2.1,
359,Trent Thornton,31,SEA,AL,-0.1,2,0,1,4.68,33,0,7,0,0,0,42.1,41,23,22,6,14,2,32,4,0,1,180,81,4.75,1.299,8.7,1.3,3,6.8,2.29,
360,Lou Trivino,33,3TM,NL,0,3,1,0.75,4.07,41,2,10,0,0,0,42,40,20,19,6,14,1,32,5,1,1,179,104,4.83,1.286,8.6,1.3,3,6.9,2.29,
361,John King*,30,STL,NL,-0.5,2,0,1,5.18,43,0,15,0,0,0,41.2,55,29,24,7,13,0,24,0,0,2,192,81,5.11,1.632,11.9,1.5,2.8,5.2,1.85,
362,Ryan Pressly,36,CHC,NL,-0.7,2,3,0.4,4.35,44,0,17,0,0,5,41.1,46,24,20,6,17,0,28,2,0,0,182,88,5.05,1.524,10,1.3,3.7,6.1,1.65,
363,Yoendrys Gómez,25,3TM,2LG,0.1,3,2,0.6,4.79,17,5,8,0,0,1,41.1,39,26,22,5,25,0,40,4,0,0,192,88,4.88,1.548,8.5,1.1,5.4,8.7,1.6,
364,Tobias Myers,26,MIL,NL,0.3,1,2,0.333,3.95,17,6,4,0,0,0,41,49,19,18,4,13,0,32,1,1,0,183,107,3.87,1.512,10.8,0.9,2.9,7,2.46,
365,José Ureña,33,5TM,2LG,0.5,0,1,0,4.39,14,5,5,0,0,1,41,42,20,20,6,13,1,26,2,0,2,178,101,4.87,1.341,9.2,1.3,2.9,5.7,2,
366,Fernando Cruz,35,NYY,AL,0.7,2,3,0.4,2.66,39,0,4,0,0,2,40.2,26,14,12,3,15,0,65,3,0,5,162,153,2.23,1.008,5.8,0.7,3.3,14.4,4.33,
367,Braydon Fisher,24,TOR,AL,1,4,0,1,2.88,43,1,10,0,0,0,40.2,27,13,13,3,13,1,53,3,0,0,165,151,2.67,0.984,6,0.7,2.9,11.7,4.08,
368,Hurston Waldrep,23,ATL,NL,1.8,4,0,1,1.33,7,6,0,0,0,0,40.2,27,6,6,2,16,1,38,2,0,0,160,320,3.24,1.057,6,0.4,3.5,8.4,2.38,
369,Ian Hamilton,30,NYY,AL,0.2,2,1,0.667,4.28,36,1,5,0,0,0,40,28,20,19,5,22,1,42,1,0,2,166,95,4.39,1.25,6.3,1.1,5,9.5,1.91,
370,Isaac Mattson,29,PIT,NL,1.5,3,2,0.6,2.25,37,0,10,0,0,0,40,27,10,10,3,15,1,43,2,0,0,164,193,3.24,1.05,6.1,0.7,3.4,9.7,2.87,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
